y+,t_mean+,t_rms+,ut,vt,y
120.2529,14.43148,1.5872,1.592332,0.7253899486321689,0.3036255794191704
125.4346,14.53938,1.567088,1.544793,0.7136390142150295,0.3167088120470431
130.7036,14.64553,1.547449,1.499849,0.7015372215115874,0.3300124677423287
136.0567,14.74993,1.528243,1.457107,0.6891017817342825,0.34352846685078064
141.4905,14.85257,1.509522,1.416365,0.6763408490864621,0.35724822473976203
147.0016,14.95342,1.491079,1.377318,0.6632668843505264,0.37116315677663586
152.5866,15.05251,1.472682,1.339529,0.649876121590809,0.3852646783287653
158.2421,15.14989,1.454172,1.302623,0.6361731679025089,0.39954420476351343
163.9645,15.24559,1.435574,1.266384,0.6221770350750463,0.4139926464698528
169.7507,15.33961,1.417003,1.23057,0.6078965078087122,0.4286021762827322
175.5973,15.43196,1.398355,1.194972,0.5933413161550004,0.4433642095695146
181.5009,15.52266,1.379499,1.159865,0.578518503340258,0.45827016169756324
187.4583,15.61171,1.360374,1.125298,0.5634348908780179,0.47331195301263146
193.4664,15.69906,1.341068,1.09119,0.5481027630616815,0.48848175634966795
199.5219,15.78466,1.321595,1.057652,0.5325413473709774,0.5037712395652311
205.622,15.86842,1.301911,1.024841,0.5167766578488368,0.519173332961855
211.7636,15.95024,1.282054,0.9928239,0.5008190880899965,0.5346802093744886
217.9439,16.0301,1.262075,0.9614348,0.4846947473349612,0.5502847991056659
224.16,16.10788,1.242096,0.9303202,0.4684503697415585,0.5659797799687263
230.4094,16.18339,1.222145,0.8993598,0.45206194150315937,0.5817588397337893
236.6893,16.2567,1.202002,0.8684369,0.4354834087292638,0.5976149087033897
242.9974,16.32796,1.181501,0.8375269,0.4187443591652346,0.6135421796260374
249.3313,16.39715,1.1607,0.8065008,0.4018880061275998,0.6295345927610477
255.6886,16.46416,1.139678,0.7752524,0.3849162163347849,0.6455860883677358
262.0673,16.52897,1.118384,0.7438855,0.3678126919669385,0.6616916166621973
268.4652,16.59166,1.096732,0.7127029,0.35059031302857024,0.677845622882138
274.8804,16.65217,1.074914,0.6820796,0.3332992235415031,0.6940433097328491
281.3111,16.71023,1.053159,0.6522111,0.3159688728742008,0.7102801324088167
287.7556,16.76555,1.031569,0.6230436,0.2985976881390906,0.7265517985937222
294.2123,16.81796,1.010217,0.594301,0.28115323783767554,0.7428542684604429
300.6795,16.86749,0.9890532,0.5658241,0.2636068292596467,0.7591832496926598
307.1561,16.91425,0.9681375,0.537691,0.24598688088337106,0.7755359649092258
313.6405,16.95815,0.9477078,0.5100472,0.22833145759475318,0.7919083742830176
320.1318,16.99905,0.927969,0.4831265,0.21064150609831844,0.8082982054112787
326.6287,17.03686,0.9090494,0.4572662,0.19290965154517928,0.8247021759344713
333.1303,17.07155,0.891065,0.4328539,0.17512932305265222,0.8411180134498383
339.6357,17.10314,0.8740493,0.4100759,0.15729241646023165,0.8575434455546229
346.1442,17.13166,0.858108,0.3890434,0.1394176891284837,0.8739767048244591
352.655,17.15703,0.8434912,0.3699061,0.12154440064098929,0.8904157713457849
359.1676,17.17901,0.8303964,0.3528049,0.10368574125283328,0.9068593826726243
365.6814,17.19744,0.8190298,0.3380433,0.08582704023319157,0.9233060238698062
372.1961,17.21227,0.8095889,0.3259389,0.06795246948933704,0.9397549374697449
378.7112,17.2235,0.8021916,0.3166641,0.050076452470665285,0.9562048610264644
385.2267,17.23102,0.7969819,0.3101775,0.03221596782476402,0.9726557945399646
391.7422,17.23472,0.7941238,0.3063546,0.014364969693724378,0.9891067280534651
