%----------------------------------------------------------------
%  Reference : Abe, H and Antonia, R.A., "Mean temperature 
%  calculations in a turbulent channel flow for air and mercury," 
%  Int. J. Heat Mass Transfer, Vol. 132, pp. 1152-1165 (2019).
%----------------------------------------------------------------
%  yplus           nu_t+            a_t+            Pr_t
2.954259E-01	2.523947E-05	2.389829E-05	1.056120E+00
6.095421E-01	2.246728E-04	2.151951E-04	1.044042E+00
9.465664E-01	8.553032E-04	8.222376E-04	1.040214E+00
1.310870E+00	2.305245E-03	2.222922E-03	1.037034E+00
1.706956E+00	5.146270E-03	4.980953E-03	1.033190E+00
2.139443E+00	1.019268E-02	9.911231E-03	1.028397E+00
2.613034E+00	1.856082E-02	1.814918E-02	1.022681E+00
3.132498E+00	3.172236E-02	3.121620E-02	1.016215E+00
3.702644E+00	5.154619E-02	5.107303E-02	1.009265E+00
4.328293E+00	8.032955E-02	8.015630E-02	1.002161E+00
5.014258E+00	1.208253E-01	1.214001E-01	9.952652E-01
5.765320E+00	1.762764E-01	1.782510E-01	9.889225E-01
6.586202E+00	2.504662E-01	2.546880E-01	9.834235E-01
7.481549E+00	3.477845E-01	3.552568E-01	9.789665E-01
8.455905E+00	4.732990E-01	4.851169E-01	9.756391E-01
9.513698E+00	6.328128E-01	6.500924E-01	9.734198E-01
1.065922E+01	8.328847E-01	8.567014E-01	9.721996E-01
1.189659E+01	1.080795E+00	1.112132E+00	9.718220E-01
1.322978E+01	1.384443E+00	1.424129E+00	9.721330E-01
1.466255E+01	1.752186E+00	1.800752E+00	9.730302E-01
1.619848E+01	2.192619E+00	2.250009E+00	9.744934E-01
1.784092E+01	2.714268E+00	2.779382E+00	9.765726E-01
1.959300E+01	3.325136E+00	3.395320E+00	9.793292E-01
2.145759E+01	4.032128E+00	4.102819E+00	9.827701E-01
2.343735E+01	4.840637E+00	4.905204E+00	9.868370E-01
2.553465E+01	5.754215E+00	5.803705E+00	9.914727E-01
2.775161E+01	6.773669E+00	6.796470E+00	9.966452E-01
3.009010E+01	7.895219E+00	7.877823E+00	1.002208E+00
3.255167E+01	9.109012E+00	9.038509E+00	1.007800E+00
3.513764E+01	1.039833E+01	1.026622E+01	1.012868E+00
3.784903E+01	1.174007E+01	1.154661E+01	1.016755E+00
4.068659E+01	1.310830E+01	1.286378E+01	1.019008E+00
4.365079E+01	1.447879E+01	1.420256E+01	1.019449E+00
4.674182E+01	1.582992E+01	1.555078E+01	1.017950E+00
4.995960E+01	1.714104E+01	1.689484E+01	1.014573E+00
5.330379E+01	1.839299E+01	1.822172E+01	1.009399E+00
5.677380E+01	1.957097E+01	1.952428E+01	1.002392E+00
6.036875E+01	2.066994E+01	2.080149E+01	9.936760E-01
6.408756E+01	2.169252E+01	2.205807E+01	9.834281E-01
6.792888E+01	2.264397E+01	2.329269E+01	9.721492E-01
7.189115E+01	2.352974E+01	2.449139E+01	9.607351E-01
7.597259E+01	2.436192E+01	2.564033E+01	9.501405E-01
8.017122E+01	2.516630E+01	2.673721E+01	9.412462E-01
8.448487E+01	2.594233E+01	2.778826E+01	9.335715E-01
8.891119E+01	2.665063E+01	2.879393E+01	9.255643E-01
9.344765E+01	2.726806E+01	2.974764E+01	9.166464E-01
9.809160E+01	2.780417E+01	3.067058E+01	9.065420E-01
1.028402E+02	2.827149E+01	3.158380E+01	8.951264E-01
1.076906E+02	2.864431E+01	3.247901E+01	8.819330E-01
1.126397E+02	2.893845E+01	3.330660E+01	8.688502E-01
1.176844E+02	2.923444E+01	3.402775E+01	8.591352E-01
1.228215E+02	2.956320E+01	3.466306E+01	8.528731E-01
1.280476E+02	2.989407E+01	3.523301E+01	8.484675E-01
1.333596E+02	3.018687E+01	3.576438E+01	8.440486E-01
1.387539E+02	3.045754E+01	3.625797E+01	8.400233E-01
1.442272E+02	3.071252E+01	3.671425E+01	8.365285E-01
1.497761E+02	3.092302E+01	3.712288E+01	8.329908E-01
1.553971E+02	3.107460E+01	3.746118E+01	8.295147E-01
1.610870E+02	3.116646E+01	3.774086E+01	8.258016E-01
1.668421E+02	3.120925E+01	3.797077E+01	8.219282E-01
1.726593E+02	3.120558E+01	3.814366E+01	8.181066E-01
1.785352E+02	3.115607E+01	3.825855E+01	8.143557E-01
1.844665E+02	3.108322E+01	3.831788E+01	8.111938E-01
1.904501E+02	3.099921E+01	3.834251E+01	8.084816E-01
1.964826E+02	3.086239E+01	3.834390E+01	8.048840E-01
2.025612E+02	3.066460E+01	3.833172E+01	7.999797E-01
2.086828E+02	3.044055E+01	3.831168E+01	7.945501E-01
2.148444E+02	3.019301E+01	3.825124E+01	7.893343E-01
2.210433E+02	2.993295E+01	3.820500E+01	7.834825E-01
2.272767E+02	2.967043E+01	3.820974E+01	7.765150E-01
2.335420E+02	2.937817E+01	3.813431E+01	7.703869E-01
2.398366E+02	2.904148E+01	3.792328E+01	7.657955E-01
2.461582E+02	2.867292E+01	3.767965E+01	7.609658E-01
2.525043E+02	2.827676E+01	3.744091E+01	7.552370E-01
2.588729E+02	2.786437E+01	3.715779E+01	7.498930E-01
2.652616E+02	2.745807E+01	3.677195E+01	7.467123E-01
2.716687E+02	2.708936E+01	3.636572E+01	7.449147E-01
2.780921E+02	2.675029E+01	3.606665E+01	7.416907E-01
2.845302E+02	2.641148E+01	3.590214E+01	7.356519E-01
2.909811E+02	2.603445E+01	3.582468E+01	7.267181E-01
2.974434E+02	2.561725E+01	3.567418E+01	7.180893E-01
3.039157E+02	2.519779E+01	3.540275E+01	7.117466E-01
3.103965E+02	2.478378E+01	3.514004E+01	7.052860E-01
3.168846E+02	2.435747E+01	3.494204E+01	6.970821E-01
3.233789E+02	2.392598E+01	3.477458E+01	6.880307E-01
3.298784E+02	2.350070E+01	3.459585E+01	6.792924E-01
3.363822E+02	2.306553E+01	3.433840E+01	6.717125E-01
3.428893E+02	2.264832E+01	3.395144E+01	6.670797E-01
3.493991E+02	2.236434E+01	3.359779E+01	6.656492E-01
3.559109E+02	2.229183E+01	3.346539E+01	6.661159E-01
3.624243E+02	2.238337E+01	3.359040E+01	6.663620E-01
3.689386E+02	2.259257E+01	3.387316E+01	6.669755E-01
3.754536E+02	2.299472E+01	3.434505E+01	6.695206E-01
3.819689E+02	2.388332E+01	3.575007E+01	6.680637E-01
3.884844E+02	2.672111E+01	4.113476E+01	6.495993E-01
