%----------------------------------------------------------------
%  Reference : H. Abe, R.A.Antonia and H. Kawamura,
%  "Correlation between small-scale velocity 
%  and scalar fluctuations in a turbulent channel flow," 
%  J. Fluid Mech., Vol. 627, pp. 1-32 (2009).
%  DOI: https://doi.org/10.1017/S0022112008005569
%----------------------------------------------------------------
Case: cha395

Nomenclature:
     delta = channel half width
     nu = kinematic viscosity
     p = pressure fluctuation
     Re_bulk = Um*2delta/nu : Bulk Reynolds number
     Re_tau = u_tau*delta/nu : Friction Reynolds number
     rho = density
     Um = bulk mean velocity
     u_mean = streamwise mean velocity
     u, v, w = streamwise, wall-normal and spanwise velocity fluctuations
     u_i = ith component of velocity fluctuations
     u_tau = friction velocity
     x, y, z = streamwise, wall-normal and spanwise directions

     + = normalized by wall units (u_tau, nu and rho)
     rms = root-mean-square value


1. Numerical Methodology

1.1. Governing equations
     Navier-Stokes equation and the continuity equation for flow field,
     and the energy equation for thermal field.

1.2. Discretization method
     Finite Difference Method was adopted.
     The fourth-order central difference scheme was adopted in the streamwise and
     spanwise directions, and the second-order central difference scheme was used
     in the wall-normal direction.

1.3. Spatial resolution
     3.29 and 3.29 wall units in the x- and z-directions
     and 0.15 to 6.52 wall units in the y-direction.

1.4. Time advancement
     The Crank-Nicolson method for the viscous terms with wall-normal derivatives
     and the third-order Runge-Kutta method for the other terms.

1.5. Computational volume
     12.8*delta x 2*delta x 6.4*delta.

1.6. Grid
     Staggered grid

1.7. Mesh number
     1536 x 192 x 768

1.8. Criterion for stationary state
     The steady state is identified by 
     total shear stress & turbulent kinetic energy for velocity field
     and total heat flux & temperature variance for temperature field.

1.9. Period of time integration for ensemble averaging
     About 5,008 non-dimensional units of time (nu/u_tau^2)
     after the flow reaches the fully developed state.  


2. Conditions

2.1. Specified conditions

     Re_tau = 395

2.2. Obtained mean quantities

     Re_bulk = 13849


3. Turbulence statistics

 j       y+           u_mean+          uu+            ww+
   5.857128e+01   6.545926e-02   1.407928e-02  -4.374808e-02   1.286886e-03   3.621424e-02   8.631054e-04
   6.222816e+01   6.115092e-02   1.254694e-02  -4.109995e-02   1.072125e-03   3.287764e-02   7.923949e-04
   6.600822e+01   5.736230e-02   1.101165e-02  -3.859055e-02   8.982116e-04   2.995555e-02   7.260575e-04
   6.991002e+01   5.398962e-02   9.563836e-03  -3.624268e-02   7.357055e-04   2.738383e-02   6.626596e-04
   7.393187e+01   5.094678e-02   8.228391e-03  -3.406816e-02   6.152306e-04   2.511604e-02   6.061996e-04
   7.807191e+01   4.814975e-02   7.047881e-03  -3.207792e-02   5.462922e-04   2.311104e-02   5.549582e-04
   8.232805e+01   4.554575e-02   6.082671e-03  -3.025310e-02   4.579511e-04   2.132636e-02   5.069098e-04
   8.669803e+01   4.314259e-02   5.276921e-03  -2.856884e-02   3.525532e-04   1.973894e-02   4.642883e-04
   9.117942e+01   4.095933e-02   4.530551e-03  -2.702246e-02   2.922532e-04   1.833361e-02   4.260606e-04
   9.576963e+01   3.897514e-02   3.846800e-03  -2.559922e-02   2.448003e-04   1.708053e-02   3.869896e-04
   1.004659e+02   3.714947e-02   3.244401e-03  -2.426949e-02   1.788240e-04   1.594916e-02   3.540483e-04
   1.052654e+02   3.546941e-02   2.708293e-03  -2.303657e-02   1.155186e-04   1.493314e-02   3.235048e-04
   1.101652e+02   3.392183e-02   2.202622e-03  -2.189854e-02   1.053043e-04   1.402972e-02   3.014931e-04
   1.151621e+02   3.244356e-02   1.776191e-03  -2.084311e-02   1.101449e-04   1.320667e-02   2.801157e-04
   1.202529e+02   3.097482e-02   1.456135e-03  -1.983469e-02   9.766790e-05   1.243447e-02   2.594670e-04
   1.254346e+02   2.951924e-02   1.220991e-03  -1.886395e-02   8.086364e-05   1.171564e-02   2.415043e-04
   1.307036e+02   2.811091e-02   1.050106e-03  -1.794774e-02   7.434546e-05   1.106051e-02   2.271081e-04
   1.360567e+02   2.675771e-02   9.332864e-04  -1.709371e-02   7.521084e-05   1.045570e-02   2.167942e-04
   1.414905e+02   2.544910e-02   8.709811e-04  -1.629493e-02   6.116405e-05   9.882428e-03   2.038867e-04
   1.470016e+02   2.419183e-02   8.203823e-04  -1.552006e-02   4.517308e-05   9.340559e-03   1.967717e-04
   1.525866e+02   2.299748e-02   7.717419e-04  -1.476419e-02   2.367811e-05   8.836713e-03   1.919944e-04
   1.582421e+02   2.186493e-02   7.170651e-04  -1.403680e-02   1.263187e-05   8.370345e-03   1.874764e-04
   1.639645e+02   2.078553e-02   6.647384e-04  -1.334431e-02   6.526068e-06   7.933379e-03   1.791129e-04
   1.697507e+02   1.975130e-02   6.151602e-04  -1.267865e-02   6.116597e-06   7.523944e-03   1.699834e-04
   1.755973e+02   1.875787e-02   5.671937e-04  -1.203418e-02   1.430505e-05   7.144684e-03   1.605045e-04
   1.815009e+02   1.779786e-02   5.407395e-04  -1.142647e-02   2.663848e-05   6.792621e-03   1.461401e-04
   1.874583e+02   1.686147e-02   5.466590e-04  -1.084523e-02   3.111749e-05   6.461331e-03   1.326887e-04
   1.934664e+02   1.595574e-02   5.684957e-04  -1.027767e-02   2.058136e-05   6.146396e-03   1.207564e-04
   1.995219e+02   1.509103e-02   5.808878e-04  -9.725538e-03   1.787246e-05   5.849626e-03   1.146230e-04
   2.056220e+02   1.425962e-02   6.073258e-04  -9.203942e-03   1.831116e-05   5.568911e-03   1.124063e-04
   2.117636e+02   1.345159e-02   6.561701e-04  -8.711869e-03   1.784746e-05   5.302539e-03   1.112007e-04
   2.179439e+02   1.266407e-02   7.198689e-04  -8.234703e-03   1.247042e-05   5.051537e-03   1.101695e-04
   2.241600e+02   1.189376e-02   7.851481e-04  -7.767288e-03   1.043480e-05   4.813895e-03   1.081623e-04
   2.304094e+02   1.114433e-02   8.431663e-04  -7.301247e-03   8.940144e-06   4.588969e-03   1.062183e-04
   2.366893e+02   1.042220e-02   8.941763e-04  -6.839637e-03   3.275256e-06   4.376676e-03   1.033397e-04
   2.429974e+02   9.727163e-03   9.443035e-04  -6.399048e-03   4.204865e-07   4.175070e-03   9.776878e-05
   2.493313e+02   9.055981e-03   1.002840e-03  -5.988479e-03   4.434760e-06   3.983937e-03   9.084002e-05
   2.556886e+02   8.405271e-03   1.078841e-03  -5.605407e-03   8.028972e-06   3.803081e-03   8.365338e-05
   2.620673e+02   7.769471e-03   1.168859e-03  -5.241501e-03   1.257613e-05   3.632824e-03   7.658082e-05
   2.684652e+02   7.142774e-03   1.275417e-03  -4.890634e-03   1.544799e-05   3.472093e-03   7.091216e-05
   2.748804e+02   6.525497e-03   1.405563e-03  -4.556232e-03   7.038617e-06   3.317774e-03   6.409234e-05
   2.813111e+02   5.924974e-03   1.540758e-03  -4.236913e-03   1.244180e-06   3.172251e-03   5.781116e-05
   2.877556e+02   5.350252e-03   1.669055e-03  -3.927718e-03   1.204996e-06   3.039510e-03   5.328313e-05
   2.942123e+02   4.805154e-03   1.787207e-03  -3.629418e-03   4.353233e-06   2.917424e-03   4.987084e-05
   3.006795e+02   4.286008e-03   1.899332e-03  -3.346672e-03   9.942278e-06   2.802144e-03   4.646616e-05
   3.071561e+02   3.789521e-03   2.011464e-03  -3.082338e-03   1.810495e-05   2.693417e-03   4.333525e-05
   3.136405e+02   3.317863e-03   2.125654e-03  -2.835477e-03   2.640130e-05   2.593380e-03   4.106069e-05
   3.201318e+02   2.872783e-03   2.236390e-03  -2.604198e-03   3.671732e-05   2.502913e-03   3.877885e-05
   3.266287e+02   2.453501e-03   2.341195e-03  -2.385152e-03   4.694885e-05   2.419851e-03   3.664238e-05
   3.331303e+02   2.060700e-03   2.443718e-03  -2.179476e-03   5.285183e-05   2.343543e-03   3.425158e-05
   3.396357e+02   1.695161e-03   2.542710e-03  -1.989792e-03   5.957083e-05   2.275349e-03   3.230005e-05
   3.461442e+02   1.355225e-03   2.639135e-03  -1.819061e-03   6.939249e-05   2.213986e-03   3.070511e-05
   3.526550e+02   1.041781e-03   2.735439e-03  -1.667980e-03   7.801914e-05   2.158260e-03   2.899902e-05
   3.591676e+02   7.617726e-04   2.824132e-03  -1.533431e-03   8.716693e-05   2.110987e-03   2.865304e-05
   3.656814e+02   5.229008e-04   2.897640e-03  -1.413573e-03   9.666799e-05   2.073463e-03   3.017306e-05
   3.721961e+02   3.289317e-04   2.958365e-03  -1.312220e-03   1.004845e-04   2.043120e-03   3.244123e-05
   3.787112e+02   1.806704e-04   3.008921e-03  -1.233646e-03   9.829584e-05   2.018742e-03   3.549867e-05
   3.852267e+02   7.822017e-05   3.046803e-03  -1.178313e-03   9.478818e-05   2.001839e-03   3.965924e-05
   3.917422e+02   2.207046e-05   3.068716e-03  -1.146259e-03   9.345456e-05   1.993892e-03   4.409058e-05


Budget of vv+ :

       y+            Prod.           Diss.       vel_p_grad.     Turb_Diff.    Mole_Diff.        Res.    
   2.954259e-01   0.000000e+00  -1.469533e-08  -3.603373e-05   1.304184e-04   8.992405e-05   4.445889e-06
   6.095421e-01   0.000000e+00  -2.158484e-07  -1.234222e-04   4.195534e-04   2.865664e-04   9.348894e-06
   9.465664e-01   0.000000e+00  -1.253550e-06  -2.365104e-04   8.357139e-04   5.835570e-04   1.439297e-05
   1.310870e+00   0.000000e+00  -4.461936e-06  -3.488692e-04   1.330834e-03   9.580482e-04   1.945468e-05
   1.706956e+00   0.000000e+00  -1.170468e-05  -4.329067e-04   1.858580e-03   1.389331e-03   2.463787e-05
   2.139443e+00   0.000000e+00  -2.459189e-05  -4.607352e-04   2.374642e-03   1.858981e-03   3.033406e-05
   2.613034e+00   0.000000e+00  -4.273289e-05  -4.064552e-04   2.838557e-03   2.352117e-03   3.725198e-05
   3.132498e+00   0.000000e+00  -6.085631e-05  -2.497691e-04   3.216443e-03   2.859436e-03   4.638095e-05
   3.702644e+00   0.000000e+00  -6.513411e-05   1.961321e-05   3.483798e-03   3.379426e-03   5.885137e-05
   4.328293e+00   0.000000e+00  -2.981422e-05   3.979417e-04   3.627465e-03   3.919919e-03   7.567312e-05
   5.014258e+00   0.000000e+00   8.394073e-05   8.655636e-04   3.645909e-03   4.498032e-03   9.738144e-05
   5.765320e+00   0.000000e+00   3.246173e-04   1.389434e-03   3.547409e-03   5.137790e-03   1.236703e-04
   6.586202e+00   0.000000e+00   7.402019e-04   1.931913e-03   3.346472e-03   5.865446e-03   1.531409e-04
   7.481549e+00   0.000000e+00   1.361021e-03   2.466049e-03   3.059698e-03   6.703424e-03   1.833433e-04
   8.455905e+00   0.000000e+00   2.178910e-03   2.994090e-03   2.702779e-03   7.664530e-03   2.112492e-04
   9.513698e+00   0.000000e+00   3.130110e-03   3.562139e-03   2.289924e-03   8.748087e-03   2.340856e-04
   1.065922e+01   0.000000e+00   4.091287e-03   4.262267e-03   1.835604e-03   9.938922e-03   2.502353e-04
   1.189659e+01   0.000000e+00   4.895334e-03   5.216453e-03   1.357045e-03   1.120904e-02   2.597893e-04
   1.322978e+01   0.000000e+00   5.365409e-03   6.544673e-03   8.754434e-04   1.252104e-02   2.644804e-04
   1.466255e+01   0.000000e+00   5.356963e-03   8.327578e-03   4.146769e-04   1.383220e-02   2.670224e-04
   1.619848e+01   0.000000e+00   4.793070e-03   1.057771e-02  -2.123445e-06   1.509848e-02   2.701711e-04
   1.784092e+01   0.000000e+00   3.681579e-03   1.322944e-02  -3.567133e-04   1.627826e-02   2.760414e-04
   1.959300e+01   0.000000e+00   2.111719e-03   1.614818e-02  -6.389775e-04   1.733520e-02   2.857256e-04
   2.145759e+01   0.000000e+00   2.327464e-04   1.915364e-02  -8.468255e-04   1.824049e-02   2.990777e-04
   2.343735e+01   0.000000e+00  -1.777492e-03   2.205039e-02  -9.834305e-04   1.897448e-02   3.149874e-04
   2.553465e+01   0.000000e+00  -3.741762e-03   2.465629e-02  -1.055757e-03   1.952682e-02   3.319534e-04
   2.775161e+01   0.000000e+00  -5.503517e-03   2.682180e-02  -1.074490e-03   1.989534e-02   3.484553e-04
   3.009010e+01   0.000000e+00  -6.941544e-03   2.844187e-02  -1.052491e-03   2.008512e-02   3.627213e-04
   3.255167e+01   0.000000e+00  -7.984279e-03   2.946628e-02  -1.000970e-03   2.010741e-02   3.736142e-04
   3.513764e+01   0.000000e+00  -8.609063e-03   2.989865e-02  -9.300388e-04   1.997836e-02   3.811938e-04
   3.784903e+01   0.000000e+00  -8.826169e-03   2.977592e-02  -8.463372e-04   1.971742e-02   3.859927e-04
   4.068659e+01   0.000000e+00  -8.668502e-03   2.915529e-02  -7.537650e-04   1.934548e-02   3.875399e-04
   4.365079e+01   0.000000e+00  -8.196363e-03   2.812350e-02  -6.582259e-04   1.888366e-02   3.852513e-04
   4.674182e+01   0.000000e+00  -7.498339e-03   2.679353e-02  -5.643156e-04   1.835180e-02   3.790760e-04
   4.995960e+01   0.000000e+00  -6.676238e-03   2.529017e-02  -4.757697e-04   1.776790e-02   3.702576e-04
   5.330379e+01   0.000000e+00  -5.816717e-03   2.371849e-02  -3.939511e-04   1.714658e-02   3.612421e-04
   5.677380e+01   0.000000e+00  -4.968414e-03   2.214414e-02  -3.228343e-04   1.650050e-02   3.523962e-04
   6.036875e+01   0.000000e+00  -4.159008e-03   2.060851e-02  -2.648635e-04   1.584133e-02   3.433152e-04
   6.408756e+01   0.000000e+00  -3.418246e-03   1.914709e-02  -2.163258e-04   1.517859e-02   3.339329e-04
   6.792888e+01   0.000000e+00  -2.762858e-03   1.778117e-02  -1.745966e-04   1.452026e-02   3.234584e-04
   7.189115e+01   0.000000e+00  -2.192590e-03   1.651927e-02  -1.405265e-04   1.387397e-02   3.121847e-04
   7.597259e+01   0.000000e+00  -1.694519e-03   1.534958e-02  -1.102574e-04   1.324473e-02   3.000748e-04
   8.017122e+01   0.000000e+00  -1.260005e-03   1.426552e-02  -8.198817e-05   1.263599e-02   2.875373e-04
   8.448487e+01   0.000000e+00  -8.936461e-04   1.328114e-02  -5.938355e-05   1.205137e-02   2.767448e-04
   8.891119e+01   0.000000e+00  -5.902140e-04   1.239613e-02  -4.544907e-05   1.149302e-02   2.674438e-04
   9.344765e+01   0.000000e+00  -3.393752e-04   1.159765e-02  -3.839567e-05   1.096160e-02   2.582860e-04
   9.809160e+01   0.000000e+00  -1.459633e-04   1.088454e-02  -3.342089e-05   1.045582e-02   2.493364e-04
   1.028402e+02   0.000000e+00  -1.293109e-05   1.025412e-02  -2.752336e-05   9.972856e-03   2.408136e-04
   1.076906e+02   0.000000e+00   7.096554e-05   9.693533e-03  -2.250595e-05   9.510658e-03   2.313347e-04
   1.126397e+02   0.000000e+00   1.110881e-04   9.194895e-03  -1.745633e-05   9.067524e-03   2.210028e-04
   1.176844e+02   0.000000e+00   1.160571e-04   8.750419e-03  -1.288989e-05   8.643055e-03   2.105306e-04
   1.228215e+02   0.000000e+00   9.630122e-05   8.351537e-03  -9.974556e-06   8.237636e-03   2.002281e-04
   1.280476e+02   0.000000e+00   6.533278e-05   7.987150e-03  -8.673799e-06   7.851793e-03   1.920156e-04
   1.333596e+02   0.000000e+00   5.289933e-05   7.626716e-03  -1.017797e-05   7.485447e-03   1.839903e-04
   1.387539e+02   0.000000e+00   6.453176e-05   7.257903e-03  -1.029259e-05   7.136294e-03   1.758481e-04
   1.442272e+02   0.000000e+00   9.128225e-05   6.890121e-03  -9.387521e-06   6.803058e-03   1.689576e-04
   1.497761e+02   0.000000e+00   1.363943e-04   6.518204e-03  -7.511483e-06   6.485159e-03   1.619272e-04
   1.553971e+02   0.000000e+00   1.975908e-04   6.143081e-03  -3.549341e-06   6.182545e-03   1.545773e-04
   1.610870e+02   0.000000e+00   2.672143e-04   5.774075e-03   1.659213e-07   5.894437e-03   1.470181e-04
   1.668421e+02   0.000000e+00   3.419361e-04   5.415499e-03   3.030473e-06   5.620716e-03   1.397499e-04
   1.726593e+02   0.000000e+00   4.225800e-04   5.066945e-03   4.497697e-06   5.360822e-03   1.332015e-04
   1.785352e+02   0.000000e+00   5.024552e-04   4.731547e-03   6.477668e-06   5.113288e-03   1.271915e-04
   1.844665e+02   0.000000e+00   5.643132e-04   4.425933e-03   8.535835e-06   4.876984e-03   1.217981e-04
   1.904501e+02   0.000000e+00   5.926650e-04   4.166649e-03   9.576312e-06   4.652102e-03   1.167880e-04
   1.964826e+02   0.000000e+00   5.938875e-04   3.945640e-03   1.163215e-05   4.438679e-03   1.124802e-04
   2.025612e+02   0.000000e+00   6.028224e-04   3.727439e-03   1.387822e-05   4.236828e-03   1.073121e-04
   2.086828e+02   0.000000e+00   6.374630e-04   3.495602e-03   1.427934e-05   4.046315e-03   1.010297e-04
   2.148444e+02   0.000000e+00   6.884935e-04   3.260023e-03   1.249171e-05   3.866344e-03   9.466428e-05
   2.210433e+02   0.000000e+00   7.418198e-04   3.032476e-03   1.045682e-05   3.695992e-03   8.876074e-05
   2.272767e+02   0.000000e+00   7.878303e-04   2.820494e-03   9.604362e-06   3.534433e-03   8.349618e-05
   2.335420e+02   0.000000e+00   8.291522e-04   2.621830e-03   8.470090e-06   3.380824e-03   7.862805e-05
   2.398366e+02   0.000000e+00   8.744261e-04   2.427245e-03   6.430058e-06   3.234492e-03   7.360905e-05
   2.461582e+02   0.000000e+00   9.216530e-04   2.236992e-03   5.115256e-06   3.095179e-03   6.858051e-05
   2.525043e+02   0.000000e+00   9.637035e-04   2.057491e-03   5.841677e-06   2.963164e-03   6.387179e-05
   2.588729e+02   0.000000e+00   9.987539e-04   1.891170e-03   7.817634e-06   2.838473e-03   5.926867e-05
   2.652616e+02   0.000000e+00   1.028118e-03   1.738454e-03   9.234334e-06   2.720671e-03   5.513526e-05
   2.716687e+02   0.000000e+00   1.054660e-03   1.595520e-03   1.014431e-05   2.609083e-03   5.124061e-05
   2.780921e+02   0.000000e+00   1.077839e-03   1.462321e-03   1.120641e-05   2.503596e-03   4.777042e-05
   2.845302e+02   0.000000e+00   1.099574e-03   1.336952e-03   1.239323e-05   2.404141e-03   4.477833e-05
   2.909811e+02   0.000000e+00   1.123445e-03   1.216914e-03   1.286007e-05   2.310865e-03   4.235365e-05
   2.974434e+02   0.000000e+00   1.155226e-03   1.095053e-03   1.324725e-05   2.223511e-03   4.001577e-05
   3.039157e+02   0.000000e+00   1.198521e-03   9.667248e-04   1.414400e-05   2.141917e-03   3.747309e-05
   3.103965e+02   0.000000e+00   1.250502e-03   8.354121e-04   1.497592e-05   2.066147e-03   3.474209e-05
   3.168846e+02   0.000000e+00   1.303806e-03   7.098628e-04   1.483909e-05   1.996326e-03   3.218201e-05
   3.233789e+02   0.000000e+00   1.350169e-03   5.978673e-04   1.439238e-05   1.932219e-03   3.020920e-05
   3.298784e+02   0.000000e+00   1.386823e-03   5.008823e-04   1.442004e-05   1.873452e-03   2.867329e-05
   3.363822e+02   0.000000e+00   1.417582e-03   4.155036e-04   1.445554e-05   1.819987e-03   2.755421e-05
   3.428893e+02   0.000000e+00   1.448849e-03   3.354203e-04   1.372367e-05   1.771819e-03   2.617340e-05
   3.493991e+02   0.000000e+00   1.479917e-03   2.603695e-04   1.307118e-05   1.729097e-03   2.426102e-05
   3.559109e+02   0.000000e+00   1.503846e-03   1.968084e-04   1.315370e-05   1.691979e-03   2.182850e-05
   3.624243e+02   0.000000e+00   1.512079e-03   1.549350e-04   1.287127e-05   1.660598e-03   1.928766e-05
   3.689386e+02   0.000000e+00   1.501495e-03   1.376268e-04   1.284838e-05   1.634914e-03   1.705556e-05
   3.754536e+02   0.000000e+00   1.478222e-03   1.375775e-04   1.399650e-05   1.614675e-03   1.512154e-05
   3.819689e+02   0.000000e+00   1.451503e-03   1.460302e-04   1.601333e-05   1.599694e-03   1.385276e-05
   3.884844e+02   0.000000e+00   1.431859e-03   1.535610e-04   1.778195e-05   1.590055e-03   1.314641e-05
   3.950000e+02   0.000000e+00   1.425027e-03   1.557448e-04   1.802235e-05   1.586089e-03   1.270489e-05


Budget of ww+ :

       y+            Prod.           Diss.       vel_p_grad.     Turb_Diff.    Mole_Diff.        Res.    
   1.477129e-01   0.000000e+00  -1.675503e-06   4.320293e-03   1.083440e-01   1.128076e-01  -1.449570e-04
   4.524840e-01   0.000000e+00  -2.362673e-05   1.174440e-02   8.579550e-02   9.773711e-02  -2.208368e-04
   7.780542e-01   0.000000e+00  -1.060461e-04   1.825287e-02   6.612756e-02   8.451296e-02  -2.385774e-04
   1.128718e+00   0.000000e+00  -2.993509e-04   2.393489e-02   4.889108e-02   7.274551e-02  -2.188946e-04
   1.508913e+00   0.000000e+00  -6.563128e-04   2.887439e-02   3.395190e-02   6.235474e-02  -1.847647e-04
   1.923200e+00   0.000000e+00  -1.222451e-03   3.315998e-02   2.128794e-02   5.336259e-02  -1.371240e-04
   2.376239e+00   0.000000e+00  -2.024674e-03   3.689073e-02   1.092736e-02   4.586992e-02  -7.650927e-05
   2.872766e+00   0.000000e+00  -3.059549e-03   4.017569e-02   2.885723e-03   4.000640e-02  -4.545161e-06
   3.417571e+00   0.000000e+00  -4.283781e-03   4.312591e-02  -2.896067e-03   3.587043e-02   7.563329e-05
   4.015468e+00   0.000000e+00  -5.610471e-03   4.583960e-02  -6.599553e-03   3.347050e-02   1.590787e-04
   4.671275e+00   0.000000e+00  -6.914585e-03   4.838335e-02  -8.544497e-03   3.268494e-02   2.393230e-04
   5.389789e+00   0.000000e+00  -8.049124e-03   5.077484e-02  -9.161828e-03   3.325458e-02   3.093067e-04
   6.175761e+00   0.000000e+00  -8.870061e-03   5.297345e-02  -8.928253e-03   3.481245e-02   3.626926e-04
   7.033875e+00   0.000000e+00  -9.264773e-03   5.488413e-02  -8.283097e-03   3.694110e-02   3.951654e-04
   7.968727e+00   0.000000e+00  -9.176520e-03   5.637671e-02  -7.556212e-03   3.923871e-02   4.052633e-04
   8.984802e+00   0.000000e+00  -8.617371e-03   5.731757e-02  -6.931714e-03   4.137405e-02   3.944347e-04
   1.008646e+01   0.000000e+00  -7.664864e-03   5.760545e-02  -6.456831e-03   4.311733e-02   3.664262e-04
   1.127790e+01   0.000000e+00  -6.443107e-03   5.720044e-02  -6.086806e-03   4.434422e-02   3.262997e-04
   1.256318e+01   0.000000e+00  -5.094376e-03   5.613731e-02  -5.744603e-03   4.501912e-02   2.792171e-04
   1.394616e+01   0.000000e+00  -3.753985e-03   5.451996e-02  -5.367130e-03   4.516936e-02   2.294778e-04
   1.543052e+01   0.000000e+00  -2.539062e-03   5.250064e-02  -4.919388e-03   4.486159e-02   1.805989e-04
   1.701970e+01   0.000000e+00  -1.541363e-03   5.025135e-02  -4.393366e-03   4.418103e-02   1.355883e-04
   1.871696e+01   0.000000e+00  -8.124214e-04   4.793476e-02  -3.814194e-03   4.321161e-02   9.653049e-05
   2.052529e+01   0.000000e+00  -3.614857e-04   4.568054e-02  -3.228970e-03   4.202590e-02   6.418459e-05
   2.244747e+01   0.000000e+00  -1.731406e-04   4.357182e-02  -2.672408e-03   4.068772e-02   3.855824e-05
   2.448600e+01   0.000000e+00  -2.111350e-04   4.164594e-02  -2.163517e-03   3.925141e-02   1.988240e-05
   2.664313e+01   0.000000e+00  -4.157798e-04   3.989906e-02  -1.719272e-03   3.775582e-02   8.186791e-06
   2.892085e+01   0.000000e+00  -7.164389e-04   3.829477e-02  -1.350652e-03   3.622458e-02   3.104663e-06
   3.132088e+01   0.000000e+00  -1.048139e-03   3.677855e-02  -1.051181e-03   3.467617e-02   3.062153e-06
   3.384466e+01   0.000000e+00  -1.357239e-03   3.530007e-02  -8.047524e-04   3.313011e-02   7.960167e-06
   3.649334e+01   0.000000e+00  -1.604325e-03   3.382388e-02  -6.041586e-04   3.159930e-02   1.610082e-05
   3.926781e+01   0.000000e+00  -1.764894e-03   3.232993e-02  -4.495470e-04   3.008942e-02   2.606744e-05
   4.216869e+01   0.000000e+00  -1.818541e-03   3.080658e-02  -3.414559e-04   2.860911e-02   3.746995e-05
   4.519630e+01   0.000000e+00  -1.756248e-03   2.925302e-02  -2.753771e-04   2.716890e-02   5.249834e-05
   4.835071e+01   0.000000e+00  -1.599387e-03   2.768528e-02  -2.362850e-04   2.577900e-02   7.060556e-05
   5.163170e+01   0.000000e+00  -1.394796e-03   2.613198e-02  -2.056194e-04   2.444443e-02   8.713691e-05
   5.503880e+01   0.000000e+00  -1.177798e-03   2.461510e-02  -1.754144e-04   2.316631e-02   9.557767e-05
   5.857128e+01   0.000000e+00  -9.730603e-04   2.315148e-02  -1.293515e-04   2.194828e-02   1.007910e-04
   6.222816e+01   0.000000e+00  -7.790418e-04   2.174644e-02  -7.992173e-05   2.078476e-02   1.027158e-04
   6.600822e+01   0.000000e+00  -5.980347e-04   2.041504e-02  -4.556824e-05   1.966902e-02   1.024166e-04
   6.991002e+01   0.000000e+00  -4.427167e-04   1.918416e-02  -2.422419e-05   1.860982e-02   1.074032e-04
   7.393187e+01   0.000000e+00  -3.227463e-04   1.804975e-02   1.250108e-06   1.761134e-02   1.169101e-04
   7.807191e+01   0.000000e+00  -2.130201e-04   1.698466e-02   1.513140e-05   1.666446e-02   1.223094e-04
   8.232805e+01   0.000000e+00  -1.181956e-04   1.598862e-02   2.317524e-05   1.576843e-02   1.251620e-04
   8.669803e+01   0.000000e+00  -4.460844e-05   1.506874e-02   2.915929e-05   1.492658e-02   1.267113e-04
   9.117942e+01   0.000000e+00   1.548124e-05   1.422320e-02   2.426416e-05   1.413583e-02   1.271160e-04
   9.576963e+01   0.000000e+00   5.112190e-05   1.344558e-02   2.599943e-05   1.339546e-02   1.272388e-04
   1.004659e+02   0.000000e+00   5.949075e-05   1.273027e-02   3.988574e-05   1.270340e-02   1.262413e-04
   1.052654e+02   0.000000e+00   6.005801e-05   1.207774e-02   3.767567e-05   1.205147e-02   1.240016e-04
   1.101652e+02   0.000000e+00   6.578142e-05   1.148080e-02   9.617522e-06   1.143529e-02   1.209033e-04
   1.151621e+02   0.000000e+00   5.258214e-05   1.092942e-02  -1.008293e-05   1.085573e-02   1.161838e-04
   1.202529e+02   0.000000e+00   1.642160e-05   1.040887e-02  -5.532359e-06   1.030895e-02   1.108086e-04
   1.254346e+02   0.000000e+00  -7.652379e-06   9.895496e-03   5.850439e-06   9.790546e-03   1.031481e-04
   1.307036e+02   0.000000e+00  -5.466218e-06   9.394543e-03   1.087879e-05   9.301596e-03   9.835914e-05
   1.360567e+02   0.000000e+00   1.580840e-05   8.907718e-03   9.328268e-06   8.837932e-03   9.492259e-05
   1.414905e+02   0.000000e+00   4.533082e-05   8.439650e-03   2.108987e-06   8.394306e-03   9.278296e-05
   1.470016e+02   0.000000e+00   6.290117e-05   8.002422e-03   7.635043e-07   7.974084e-03   9.200299e-05
   1.525866e+02   0.000000e+00   7.757491e-05   7.590691e-03   2.399066e-06   7.579783e-03   9.088182e-05
   1.582421e+02   0.000000e+00   9.898669e-05   7.198322e-03   2.952617e-06   7.211910e-03   8.835101e-05
   1.639645e+02   0.000000e+00   1.261114e-04   6.822583e-03   3.795743e-06   6.865659e-03   8.683183e-05
   1.697507e+02   0.000000e+00   1.708834e-04   6.451186e-03   1.241145e-07   6.535989e-03   8.620472e-05
   1.755973e+02   0.000000e+00   2.280661e-04   6.074379e-03   6.606983e-06   6.222283e-03   8.676860e-05
   1.815009e+02   0.000000e+00   2.917654e-04   5.703434e-03   1.292324e-05   5.922072e-03   8.605070e-05
   1.874583e+02   0.000000e+00   3.384017e-04   5.363782e-03   1.833657e-05   5.634016e-03   8.650368e-05
   1.934664e+02   0.000000e+00   3.733928e-04   5.057188e-03   1.459342e-05   5.360291e-03   8.488320e-05
   1.995219e+02   0.000000e+00   3.980519e-04   4.774008e-03   8.494236e-06   5.100081e-03   8.047263e-05
   2.056220e+02   0.000000e+00   4.034573e-04   4.512625e-03   1.026467e-05   4.851793e-03   7.455326e-05
