y+,t_mean+,t_rms+,ut,vt,y
0.153945,0.109263,0.0479084,0.00271707,1.2163919343685733e-06,0.00012492443023439816
0.465827,0.330618,0.144973,0.0249787,7.34574554373876e-05,0.00037801274846730316
0.786334,0.558057,0.244696,0.0714044,0.0003604367863632124,0.0006381001456619912
1.11676,0.792426,0.347368,0.144384,0.0010512594950189906,0.0009062366865345837
1.45842,1.03452,0.453183,0.246555,0.002374046621559981,0.001183489477036935
1.81264,1.28508,0.562224,0.380627,0.004600241964819782,0.0014709345494824742
2.18076,1.54475,0.674436,0.549144,0.008041441803190531,0.0017696592970084517
2.56414,1.81404,0.789613,0.754192,0.013042761960954826,0.0020807673425004363
2.96413,2.09332,0.907384,0.997078,0.01997059694243514,0.002405354193969837
3.38212,2.38279,1.02721,1.278,0.029196339131756052,0.002744547818924698
3.81947,2.68241,1.14839,1.59575,0.04107465999492166,0.0030994518402505875
4.27757,2.9919,1.27006,1.94753,0.0559201848198516,0.003471194225455549
4.75778,3.31074,1.39127,2.32884,0.07398141798220041,0.0038608785974251513
5.26148,3.63813,1.51095,2.73353,0.09541918496708113,0.004269624808793278
5.79005,3.97298,1.62801,3.15407,0.12028563007026599,0.004698552712193816
6.34484,4.31397,1.74134,3.58185,0.1485127255521861,0.0051487578156381745
6.92721,4.65956,1.84991,4.00767,0.17990838432601136,0.005621343742011921
7.53851,5.00802,1.95275,4.42228,0.21415682265726002,0.006117405999326466
8.18007,5.3575,2.04903,4.81689,0.2508376080212949,0.006638023865844902
8.85321,5.7061,2.13806,5.18361,0.289446596232843,0.007184268504956161
9.55923,6.0519,2.21932,5.51585,0.3294187127682736,0.007757194850300859
10.2994,6.39308,2.29247,5.80853,0.37016319293813144,0.008357833490897141
11.075,6.72792,2.35731,6.0582,0.41108892847257383,0.008987223130637302
11.8874,7.05488,2.41383,6.263,0.45164475593502923,0.009646475507281071
12.7376,7.37265,2.46213,6.42256,0.491311883602293,0.010336402108244307
13.6269,7.68012,2.50246,6.5378,0.5296523676861015,0.011058057867167626
14.5565,7.97646,2.53514,6.61072,0.5663123689420643,0.011812416568950056
15.5276,8.26106,2.56058,6.64414,0.6010122472180521,0.012600451998490634
16.5412,8.53355,2.57926,6.64148,0.6335493572103793,0.013422975643205213
17.5985,8.79379,2.5917,6.60657,0.6638098737668988,0.01428096128799283
18.7005,9.04182,2.59844,6.54342,0.6917370334059414,0.015175220420269336
19.8484,9.27782,2.60004,6.4561,0.7173389705319418,0.016106726824933762
21.043,9.50213,2.59706,6.34861,0.7406604780100497,0.017076129691918802
22.2855,9.71518,2.59006,6.22475,0.7617921352858781,0.018084402806123487
23.5766,9.91749,2.57955,6.08808,0.7808423114534297,0.01913211420873891
24.9175,10.1096,2.56606,5.94185,0.7979408823179979,0.020220237684664105
26.3089,10.2922,2.55006,5.78898,0.8132254910596924,0.02134934127509018
27.7517,10.4657,2.53198,5.63205,0.8268360691243364,0.022520155318691396
29.2467,10.6309,2.51222,5.47327,0.8389123739536506,0.023733329005400452
30.7948,10.7883,2.49114,5.31452,0.8495926117392836,0.02498959267389161
32.3967,10.9386,2.46906,5.15738,0.859004221021647,0.02628951436535598
34.0531,11.0822,2.44626,5.00313,0.8672704357955056,0.02763366212098466
35.7647,11.2196,2.42299,4.85277,0.8745037993896239,0.02902260398196875
37.5322,11.3515,2.39946,4.70709,0.8808086852673057,0.030456907989499356
39.3562,11.4782,2.37585,4.56664,0.8862777011579652,0.031937061036025984
41.2372,11.6001,2.35229,4.43179,0.8909952815924429,0.03346346886525658
43.1758,11.7176,2.32892,4.30279,0.895039850148485,0.035036618369640636
45.1726,11.8312,2.30582,4.17974,0.8984805890011923,0.03665699644162768
47.228,11.9411,2.28309,4.06269,0.9013804680163328,0.03832492767618406
49.3425,12.0476,2.26078,3.95159,0.9037960015983644,0.0400408178170177
51.5164,12.1511,2.23895,3.84633,0.9057768995021837,0.04180491031035336
53.7502,12.2516,2.21764,3.74677,0.9073671998317151,0.04361761089989897
56.0442,12.3496,2.19688,3.65274,0.9086054787298032,0.04547916303187928
58.3986,12.4451,2.17669,3.56406,0.9095242040027878,0.047389729003777484
60.8139,12.5384,2.1571,3.48052,0.9101532115387756,0.049349714559301476
63.2901,12.6295,2.13811,3.40188,0.9105208304063317,0.05135911969845128
