y+,t_mean+,t_rms+,ut,vt,y
65.8276,12.7188,2.11974,3.3279,0.9106478598520631,0.05341826901619324
68.4264,12.8062,2.10197,3.25831,0.9105525125330385,0.055527162512527345
71.0868,12.892,2.08481,3.19287,0.9102524655305009,0.05768604363367835
73.8088,12.9761,2.06824,3.1313,0.9097636947254837,0.05989491237964628
76.5924,13.0589,2.05226,3.07337,0.909100405823761,0.062153768750431104
79.4378,13.1402,2.03683,3.01879,0.9082736760320032,0.06446277504351601
82.3449,13.2203,2.02195,2.96734,0.9072942615437467,0.06682185011015941
85.3138,13.2991,2.00759,2.91877,0.9061708228838113,0.0692310750991029
88.3442,13.3768,1.99375,2.87289,0.9049122081645554,0.07169020656412171
91.4362,13.4534,1.9804,2.82949,0.9035255322695958,0.07419932565395743
94.5897,13.529,1.96754,2.78841,0.9020183402381431,0.07675835121986846
97.8044,13.6036,1.95516,2.7495,0.9003981019811349,0.07936703981563008
101.08,13.6773,1.94323,2.71258,0.8986659470220129,0.08202514799501746
104.417,13.75,1.93173,2.67749,0.8968252819175675,0.08473308150173861
107.814,13.8219,1.92064,2.64406,0.8948804912685477,0.0874897042534113
111.272,13.893,1.90995,2.61218,0.8928308216758482,0.09029582773745137
114.79,13.9633,1.89963,2.58172,0.890682368436572,0.09315064046644297
118.368,14.0328,1.88967,2.55258,0.8884375910910427,0.09605414244038611
122.005,14.1016,1.88004,2.52464,0.8860948590349391,0.09900552217186492
125.702,14.1698,1.87071,2.49779,0.8836567419975925,0.10200559114829529
129.457,14.2372,1.86168,2.47194,0.8811271976161925,0.10505272639484543
133.27,14.304,1.85294,2.447,0.8785060569333353,0.10814692791151542
137.141,14.3703,1.84446,2.42292,0.875796326697288,0.11128819569830521
141.07,14.4359,1.83622,2.39959,0.8730029923870523,0.11447652975521481
145.055,14.501,1.8282,2.37697,0.8701306737127753,0.11771030710741254
149.097,14.5656,1.82038,2.35495,0.8671794690556041,0.1209903392423142
153.195,14.6295,1.81273,2.33346,0.8641474482721354,0.12431581467250397
157.349,14.693,1.80523,2.31245,0.8610342531038672,0.12768673339798184
161.557,14.7559,1.79788,2.2919,0.8578431836954056,0.13110147244391607
165.819,14.8184,1.79066,2.27177,0.8545737610895151,0.13456003181030668
170.136,14.8803,1.78357,2.25201,0.851230767430459,0.13806322298456958
174.505,14.9417,1.77658,2.2326,0.8478177797634666,0.1416086115044571
178.927,15.0027,1.7697,2.21351,0.8443293437198431,0.14519700885738515
183.4,15.0632,1.76291,2.19469,0.8407704954799566,0.148826792068522
187.925,15.1232,1.75622,2.17614,0.8371420511655135,0.15249877262528352
192.5,15.1828,1.74959,2.15784,0.8334451192453657,0.15621132755283798
197.125,15.2418,1.74304,2.13975,0.8296825710394743,0.1599644568511854
201.8,15.3004,1.73657,2.12186,0.8258545098374761,0.16375816052032574
206.523,15.3586,1.73015,2.10417,0.8219596905145041,0.1675908155854273
211.294,15.4162,1.7238,2.0867,0.8179964501773171,0.17146242204649012
216.111,15.4733,1.71751,2.06947,0.8139678490491437,0.17537135692868241
220.976,15.53,1.71127,2.05246,0.8098714116534202,0.17931924320683598
225.886,15.5862,1.70504,2.03564,0.8057063992481738,0.18330364641870317
230.841,15.642,1.69884,2.01899,0.8014725854325978,0.18732456656428403
235.84,15.6974,1.69266,2.00246,0.7971730250869588,0.19138119215616264
240.883,15.7524,1.68652,1.98601,0.792811772332788,0.19547352319433908
245.968,15.807,1.68039,1.96962,0.7883924629625632,0.19959993670398157
251.095,15.8611,1.67428,1.95333,0.7839166965101857,0.20376043268509014
256.264,15.9149,1.66818,1.93714,0.7793819462971086,0.2079550111376648
261.473,15.9682,1.66208,1.92101,0.7747843841421103,0.21218204908687383
266.722,16.0212,1.65598,1.9049,0.7701278846545363,0.21644154653271713
272.01,16.0738,1.64984,1.88876,0.7654171162924744,0.220732691987779
277.337,16.126,1.64367,1.87255,0.7606541271001958,0.22505548545205936
282.7,16.1779,1.63746,1.85627,0.7558420738817012,0.22940749246331063
288.101,16.2293,1.63122,1.83995,0.7509750633102578,0.23379033599636456
293.538,16.2803,1.62495,1.82364,0.7460550391795124,0.2382023930763894
299.01,16.331,1.61865,1.8074,0.7410832448649564,0.2426428522159693
304.516,16.3812,1.61233,1.79124,0.7360588958970867,0.24711090192768836
310.056,16.4311,1.60601,1.77512,0.7309803533507726,0.25160654221154666
315.63,16.4806,1.59968,1.75902,0.7258478008840097,0.2561297730675442
321.235,16.5297,1.59333,1.74293,0.7206722156471382,0.2606781600334333
326.873,16.5785,1.58696,1.72681,0.7154520874667553,0.2652533260840457
332.541,16.6269,1.58053,1.71068,0.7101841456637761,0.269852836757134
338.239,16.6749,1.57407,1.69456,0.7048712123589355,0.274476692052698
343.967,16.7225,1.56757,1.67844,0.6995124982501323,0.27912489197073775
349.724,16.7697,1.56105,1.66234,0.6941067917808171,0.28379662502383746
355.508,16.8166,1.55447,1.64628,0.6886574471278492,0.2884902682371653
361.32,16.8631,1.54783,1.63024,0.6831619480092814,0.29320663309813727
367.159,16.9092,1.54111,1.6142,0.6776211770702193,0.2979449081193373
373.024,16.955,1.53435,1.59813,0.6720381791802605,0.3027042818133498
378.915,17.0004,1.52753,1.58204,0.6664130196905049,0.3074847541801746
384.83,17.0454,1.52068,1.56593,0.6607489071316067,0.31228470224497995
390.769,17.0901,1.5138,1.54979,0.6550467146712525,0.31710412600776594
396.731,17.1345,1.50689,1.53363,0.6493087678940846,0.32194221398111666
402.717,17.1784,1.49992,1.51743,0.6435333747205786,0.32679977765244805
408.725,17.222,1.4929,1.50123,0.6377181333181665,0.33167519404692836
414.754,17.2652,1.48581,1.48506,0.6318656683006687,0.33656765167714164
420.804,17.3081,1.47867,1.4689,0.6259792643860085,0.3414771505430879
426.875,17.3506,1.47147,1.45274,0.6200582332360545,0.34640369064476734
432.966,17.3927,1.46419,1.4366,0.6141038390124975,0.3513464604947639
439.076,17.4345,1.45685,1.42051,0.6081200897975614,0.3563046486056618
445.205,17.4759,1.44944,1.4045,0.6021087118842147,0.3612782549774609
451.352,17.5169,1.44197,1.38852,0.5960661784371297,0.3662664681227456
457.517,17.5575,1.43445,1.37249,0.589992543018121,0.37126928804151565
463.699,17.5978,1.4269,1.35642,0.5838895726301211,0.37628590324635547
469.898,17.6376,1.4193,1.34032,0.5777534069512809,0.38131631373726477
476.113,17.6771,1.41166,1.32421,0.5715862553914417,0.3863597080268278
482.344,17.7162,1.40398,1.30812,0.5653927608637257,0.3914160861150446
488.59,17.755,1.39625,1.29203,0.5591702381541667,0.3964846365144993
494.852,17.7934,1.38845,1.27597,0.5529141816845919,0.4015661707126077
501.127,17.8314,1.38058,1.25996,0.5466314096383078,0.4066582542471223
507.417,17.8691,1.37267,1.24404,0.5403185343594715,0.41176251009287473
513.72,17.9064,1.36471,1.22823,0.533980284324449,0.4168773152750334
520.037,17.9434,1.35671,1.21252,0.527617383040487,0.4220034812810141
526.366,17.98,1.34867,1.19688,0.5212274587314727,0.427139385135985
532.708,18.0162,1.34057,1.18126,0.5148089274278984,0.43228583832736217
539.062,18.0521,1.33242,1.16568,0.5083665910626689,0.43744202936772963
545.427,18.0877,1.32421,1.15015,0.5019004620204228,0.4426071467696715
551.805,18.1228,1.31595,1.13467,0.49540956770720534,0.4477828135080195
558.193,18.1576,1.30761,1.1192,0.48889970471188093,0.4529665951205262
564.592,18.192,1.29923,1.10376,0.48236895206865993,0.4581593030946073
571.002,18.226,1.2908,1.08839,0.4758153715220475,0.46336093743026274
577.422,18.2595,1.28234,1.0731,0.46923683100891606,0.468570686640077
583.853,18.2927,1.27384,1.05788,0.46263253529987075,0.47378936221146545
590.293,18.3255,1.2653,1.04275,0.45600663619416815,0.4790153411695969
596.742,18.3579,1.25673,1.02771,0.44936201567354545,0.48424862351447084
603.201,18.39,1.24813,1.01273,0.44269515393490577,0.4894900207335035
609.67,18.4216,1.23949,0.997801,0.4360050840510782,0.4947395328266947
616.147,18.4529,1.23081,0.9829,0.42929758400853424,0.4999955368192129
622.633,18.4837,1.2221,0.968031,0.4225682034426727,0.5052588441984737
629.128,18.5143,1.21333,0.953199,0.4158160869085759,0.5105294549644772
635.631,18.5444,1.20451,0.938411,0.40904672147178994,0.5158065576298075
642.143,18.5743,1.19563,0.923646,0.4022621190639451,0.5210909636818807
648.663,18.6037,1.18671,0.908886,0.39546417327629396,0.5263818616332808
655.191,18.6328,1.17776,0.894138,0.38865242997893323,0.5316792514840076
661.727,18.6615,1.16878,0.879406,0.38182484744047696,0.5369831332340614
668.272,18.6897,1.15978,0.864681,0.3749773747308845,0.542294318370858
674.824,18.7176,1.15075,0.849948,0.36811166099125653,0.5476111839195653
681.385,18.7451,1.14166,0.835207,0.36122727187151116,0.5529353528550156
687.953,18.7722,1.13251,0.820467,0.3543291039284878,0.5582652022023769
694.529,18.7989,1.12332,0.80575,0.3474176276499544,0.563601543449065
701.113,18.8253,1.1141,0.791075,0.3404927017655743,0.56894437659508
707.705,18.8512,1.10485,0.776442,0.33355375222448286,0.5742937016404219
714.306,18.8766,1.09556,0.761862,0.32659917325486165,0.5796503300725064
720.914,18.9017,1.08623,0.747345,0.319627745911262,0.585012638916502
727.53,18.9263,1.07689,0.732894,0.31263812761282755,0.5903814396598245
734.155,18.9506,1.06754,0.718511,0.30563385289181094,0.5957575437898897
740.787,18.9744,1.05819,0.704199,0.29861900831054045,0.601139328331866
747.429,18.9978,1.04886,0.689959,0.2915898237733835,0.6065292277480008
754.079,19.0208,1.03954,0.675782,0.2845491841460505,0.6119256190634624
760.737,19.0432,1.03026,0.661656,0.2774944223619348,0.617328502278251
767.404,19.0653,1.02103,0.647572,0.27042301296425003,0.6227386888797822
774.081,19.0868,1.01183,0.633544,0.26333323164400213,0.6281569903554721
780.767,19.1079,1.00265,0.619602,0.25622784435295565,0.6335825952179047
787.462,19.1284,0.993501,0.605779,0.24910965968264553,0.63901550346708
794.167,19.1485,0.984377,0.592089,0.24197577401670814,0.644456526590414
800.881,19.1681,0.975276,0.578535,0.23482976038005704,0.6499048531004905
807.606,19.1872,0.966202,0.565108,0.2276697765845006,0.6553621059721417
814.342,19.2058,0.957164,0.551807,0.22049227528862683,0.6608282852053672
821.088,19.2238,0.948174,0.538663,0.21329788450432194,0.6663025793127513
827.846,19.2413,0.939249,0.525725,0.20608369949791186,0.6717866112691259
834.615,19.2583,0.93041,0.513036,0.19885193705969464,0.6772795695870746
841.396,19.2748,0.921682,0.500634,0.19160360312587882,0.6827822657540138
848.189,19.2908,0.913088,0.488542,0.1843412073967938,0.6882946997699434
854.995,19.3063,0.904646,0.476772,0.1770632569718658,0.693817683122279
861.814,19.3212,0.896387,0.465331,0.16976958012130128,0.6993512158110208
868.646,19.3355,0.888349,0.454235,0.16246468072823658,0.7048952978361688
875.493,19.3492,0.880558,0.443503,0.1551423968134916,0.7104515521725547
882.354,19.3624,0.873022,0.433148,0.14780180155465966,0.7160191673327627
889.23,19.3749,0.865739,0.423159,0.14044228047607685,0.7215989548042084
896.121,19.3868,0.858709,0.413524,0.13306078116483602,0.7271909145868921
903.029,19.3981,0.851934,0.404242,0.125659009236716,0.7327966696556453
909.954,19.4088,0.845423,0.395329,0.11823877752023858,0.7384162200104681
916.896,19.4189,0.839192,0.386816,0.11079810165439993,0.7440495656513607
923.857,19.4283,0.833267,0.378737,0.10333258700722255,0.7496983295531544
930.836,19.4371,0.82767,0.371113,0.09584242891680696,0.7553617002284339
937.834,19.4453,0.822409,0.363957,0.08832685836527675,0.7610404891646143
944.853,19.4528,0.817484,0.357283,0.08078237103851985,0.7667363193365279
951.893,19.4598,0.812899,0.351109,0.07321227723185036,0.7724491907441746
958.955,19.4661,0.80868,0.345453,0.06561965498707664,0.7781799148749701
966.04,19.4718,0.804865,0.340335,0.058004124538222845,0.7839293032163305
973.149,19.4768,0.801476,0.335778,0.05036416346626108,0.7896981672556713
980.282,19.4812,0.798525,0.331812,0.0426984084886388,0.795486506992993
987.441,19.4848,0.796024,0.328472,0.035003547691470537,0.8012959454031268
994.627,19.4878,0.793987,0.32578,0.027279464213767344,0.8071272939734887
1001.84,19.49,0.792426,0.323746,0.01952271200801251,0.8129805527040791
1009.08,19.4915,0.791367,0.322379,0.011737979213225332,0.8188557215948974
1016.36,19.4923,0.790833,0.32169,0.003914345019633419,0.8247633499823502
