%----------------------------------------------------------------
%  Reference : H. Abe, H. Kawamura and Y. Matsuo,
%  "Surface heat-flux fluctuations in a turbulent channel flow
%  up to Re_tau=1020 with Pr=0.025 and 0.71," 
%  Int. J. Heat and Fluid Flow, vol. 25, pp. 404-419, 2004.
%  DOI: https://doi.org/10.1016/j.ijheatfluidflow.2004.02.010
%----------------------------------------------------------------
Case: cha1020_pr0025

Nomenclature:
     alpha = qw/(t_w-t_b)
     cp = specific heat capacity
     delta = channel half width
     Nu = alpha*2delta/ramda : Nusselt number
     nu = kinematic viscosity
     Pr = molecular Prandtl number
     qw = surface heat flux
     Re_bulk = Um*2delta/nu : Bulk Reynolds number
     Re_tau = u_tau*delta/nu : Friction Reynolds number
     ramda = thermal conductivity
     rho = density
     Um = bulk mean velocity
     u, v, w = streamwise, wall-normal and spanwise velocity fluctuations
     u_tau = friction velocity
     t = temperature fluctuation
     t_b = bulk mean temperature
     t_mean = mean temperature
     t_tau = qw/(rho*cp*u_tau) : friction temperature
     t_w = wall temperature
     x, y, z = streamwise, wall-normal and spanwise directions

     + = normalized by wall units (u_tau, t_tau, nu and rho)
     rms = root-mean-square value


1. Numerical Methodology

1.1. Governing equations
     Navier-Stokes equation and the continuity equation for flow field,
     and the energy equation for thermal field.

1.2. Discretization method
     Finite Difference Method was adopted.
     The fourth-order central difference scheme was adopted in the streamwise and
     spanwise directions, and the second-order central difference scheme was used
     in the wall-normal direction.

1.3. Spatial resolution
     6.38 and 4.25 wall units in the x- and z-directions
     and 0.15 to 7.32 wall units in the y-direction.

1.4. Time advancement
     The Crank-Nicolson method for the viscous terms with wall-normal derivatives
     and the third-order Runge-Kutta method for the other terms.

1.5. Computational volume
     12.8*delta x 2*delta x 6.4*delta.

1.6. Grid
     Staggered grid

1.7. Mesh number
     2048 x 448 x 1536

1.8. Criterion for stationary state
     The steady state is identified by 
     total shear stress & turbulent kinetic energy for velocity field
     and total heat flux & temperature variance for temperature field.

1.9. Period of time integration for ensemble averaging
     About 13,950 nu/u_tau^2
     after the flow reaches the fully developed state.  This integration time
     corresponds to about 20 washing out times through the computational domain.

2. Conditions

2.1. Specified conditions

     Re_tau = 1020
     Pr = 0.025

2.2. Obtained mean quantities

     Re_bulk = 41441
     Nu = 278.71


3. Turbulence statistics

  j        y+           t_mean+        t_rms+           ut+
  1   0.153945e+00   0.384730e-02   0.154401e-02   0.296627e-04
  2   0.465827e+00   0.116416e-01   0.467212e-02   0.278463e-03
  3   0.786334e+00   0.196514e-01   0.788692e-02   0.809727e-03
  4   0.111676e+01   0.279089e-01   0.112015e-01   0.166534e-02
  5   0.145842e+01   0.364468e-01   0.146290e-01   0.289397e-02
  6   0.181264e+01   0.452981e-01   0.181829e-01   0.455062e-02
  7   0.218076e+01   0.544959e-01   0.218766e-01   0.669557e-02
  8   0.256414e+01   0.640739e-01   0.257235e-01   0.939285e-02
  9   0.296413e+01   0.740656e-01   0.297371e-01   0.127081e-01
 10   0.338212e+01   0.845045e-01   0.339310e-01   0.167056e-01
 11   0.381947e+01   0.954242e-01   0.383185e-01   0.214455e-01
 12   0.427757e+01   0.106858e+00   0.429128e-01   0.269799e-01
 13   0.475778e+01   0.118840e+00   0.477271e-01   0.333496e-01
 14   0.526148e+01   0.131401e+00   0.527739e-01   0.405809e-01
 15   0.579005e+01   0.144575e+00   0.580659e-01   0.486833e-01
 16   0.634484e+01   0.158392e+00   0.636149e-01   0.576478e-01
 17   0.692721e+01   0.172885e+00   0.694324e-01   0.674466e-01
 18   0.753851e+01   0.188083e+00   0.755291e-01   0.780342e-01
 19   0.818007e+01   0.204014e+00   0.819152e-01   0.893493e-01
 20   0.885321e+01   0.220707e+00   0.885997e-01   0.101318e+00
 21   0.955923e+01   0.238188e+00   0.955909e-01   0.113857e+00
 22   0.102994e+02   0.256482e+00   0.102896e+00   0.126881e+00
 23   0.110750e+02   0.275613e+00   0.110520e+00   0.140300e+00
 24   0.118874e+02   0.295600e+00   0.118468e+00   0.154032e+00
 25   0.127376e+02   0.316464e+00   0.126744e+00   0.167998e+00
 26   0.136269e+02   0.338222e+00   0.135347e+00   0.182130e+00
 27   0.145565e+02   0.360889e+00   0.144279e+00   0.196370e+00
 28   0.155276e+02   0.384476e+00   0.153537e+00   0.210673e+00
 29   0.165412e+02   0.408994e+00   0.163118e+00   0.225002e+00
 30   0.175985e+02   0.434450e+00   0.173015e+00   0.239335e+00
 31   0.187005e+02   0.460849e+00   0.183223e+00   0.253658e+00
 32   0.198484e+02   0.488191e+00   0.193733e+00   0.267968e+00
 33   0.210430e+02   0.516478e+00   0.204533e+00   0.282269e+00
 34   0.222855e+02   0.545704e+00   0.215613e+00   0.296572e+00
 35   0.235766e+02   0.575865e+00   0.226958e+00   0.310895e+00
 36   0.249175e+02   0.606952e+00   0.238554e+00   0.325256e+00
 37   0.263089e+02   0.638954e+00   0.250384e+00   0.339679e+00
 38   0.277517e+02   0.671859e+00   0.262433e+00   0.354187e+00
 39   0.292467e+02   0.705651e+00   0.274681e+00   0.368801e+00
 40   0.307948e+02   0.740314e+00   0.287109e+00   0.383545e+00
 41   0.323967e+02   0.775829e+00   0.299698e+00   0.398439e+00
 42   0.340531e+02   0.812177e+00   0.312427e+00   0.413499e+00
 43   0.357647e+02   0.849335e+00   0.325276e+00   0.428739e+00
 44   0.375322e+02   0.887281e+00   0.338224e+00   0.444169e+00
 45   0.393562e+02   0.925991e+00   0.351250e+00   0.459793e+00
 46   0.412372e+02   0.965442e+00   0.364331e+00   0.475612e+00
 47   0.431758e+02   0.100561e+01   0.377448e+00   0.491620e+00
 48   0.451726e+02   0.104646e+01   0.390580e+00   0.507806e+00
 49   0.472280e+02   0.108798e+01   0.403706e+00   0.524155e+00
 50   0.493425e+02   0.113013e+01   0.416806e+00   0.540648e+00
 51   0.515164e+02   0.117289e+01   0.429860e+00   0.557262e+00
 52   0.537502e+02   0.121624e+01   0.442851e+00   0.573973e+00
 53   0.560442e+02   0.126014e+01   0.455760e+00   0.590758e+00
 54   0.583986e+02   0.130457e+01   0.468569e+00   0.607589e+00
 55   0.608139e+02   0.134950e+01   0.481263e+00   0.624440e+00
 56   0.632901e+02   0.139491e+01   0.493825e+00   0.641280e+00
 57   0.658276e+02   0.144078e+01   0.506241e+00   0.658076e+00
 58   0.684264e+02   0.148706e+01   0.518498e+00   0.674796e+00
