%----------------------------------------------------------------
%  Reference : H. Abe, R.A.Antonia and H. Kawamura,
%  "Correlation between small-scale velocity 
%  and scalar fluctuations in a turbulent channel flow," 
%  J. Fluid Mech., Vol. 627, pp. 1-32 (2009).
%  DOI: https://doi.org/10.1017/S0022112008005569
%----------------------------------------------------------------
Case: cha640

Nomenclature:
     delta = channel half width
     nu = kinematic viscosity
     p = pressure fluctuation
     Re_bulk = Um*2delta/nu : Bulk Reynolds number
     Re_tau = u_tau*delta/nu : Friction Reynolds number
     rho = density
     Um = bulk mean velocity
     u_mean = streamwise mean velocity
     u, v, w = streamwise, wall-normal and spanwise velocity fluctuations
     u_i = ith component of velocity fluctuations
     u_tau = friction velocity
     x, y, z = streamwise, wall-normal and spanwise directions

     + = normalized by wall units (u_tau, nu and rho)
     rms = root-mean-square value


1. Numerical Methodology

1.1. Governing equations
     Navier-Stokes equation and the continuity equation for flow field,
     and the energy equation for thermal field.

1.2. Discretization method
     Finite Difference Method was adopted.
     The fourth-order central difference scheme was adopted in the streamwise and
     spanwise directions, and the second-order central difference scheme was used
     in the wall-normal direction.

1.3. Spatial resolution
     4.00 and 4.00 wall units in the x- and z-directions
     and 0.15 to 8.02 wall units in the y-direction.

1.4. Time advancement
     The Crank-Nicolson method for the viscous terms with wall-normal derivatives
     and the third-order Runge-Kutta method for the other terms.

1.5. Computational volume
     12.8*delta x 2*delta x 6.4*delta.

1.6. Grid
     Staggered grid

1.7. Mesh number
     2048 x 256 x 1024

1.8. Criterion for stationary state
     The steady state is identified by 
     total shear stress & turbulent kinetic energy for velocity field
     and total heat flux & temperature variance for temperature field.

1.9. Period of time integration for ensemble averaging
     About 6,385 non-dimensional units of time (nu/u_tau^2)
     after the flow reaches the fully developed state.  


2. Conditions

2.1. Specified conditions

     Re_tau = 640

2.2. Obtained mean quantities

     Re_bulk = 24095


3. Turbulence statistics

  j       y+            u_mean+         uu+            ww+
   1.256689e+02   3.209241e-02   1.141008e-03  -2.046177e-02   7.987504e-05   1.261247e-02   2.390561e-04
   1.308828e+02   3.080542e-02   9.612625e-04  -1.963513e-02   6.556087e-05   1.197813e-02   2.189793e-04
   1.361883e+02   2.960497e-02   7.891785e-04  -1.885324e-02   5.563889e-05   1.139480e-02   2.017494e-04
   1.415830e+02   2.847968e-02   6.211510e-04  -1.811247e-02   5.048705e-05   1.085388e-02   1.849707e-04
   1.470644e+02   2.740274e-02   4.848388e-04  -1.741172e-02   4.276462e-05   1.035056e-02   1.680699e-04
   1.526299e+02   2.636159e-02   3.902762e-04  -1.675030e-02   3.247071e-05   9.882122e-03   1.519183e-04
   1.582772e+02   2.535748e-02   3.238623e-04  -1.611846e-02   2.382845e-05   9.447024e-03   1.396851e-04
   1.640036e+02   2.438513e-02   2.760641e-04  -1.551034e-02   2.066113e-05   9.041920e-03   1.295909e-04
   1.698066e+02   2.343916e-02   2.470332e-04  -1.492603e-02   2.007975e-05   8.659821e-03   1.204249e-04
   1.756837e+02   2.252428e-02   2.349648e-04  -1.436997e-02   2.174327e-05   8.298731e-03   1.122860e-04
   1.816323e+02   2.164597e-02   2.377502e-04  -1.384441e-02   2.530485e-05   7.959767e-03   1.048469e-04
   1.876499e+02   2.080951e-02   2.548879e-04  -1.334888e-02   1.929995e-05   7.641205e-03   9.361561e-05
   1.937339e+02   2.002048e-02   2.610480e-04  -1.287057e-02   1.385490e-05   7.341160e-03   8.365495e-05
   1.998819e+02   1.928176e-02   2.531022e-04  -1.240965e-02   8.238151e-06   7.058524e-03   7.492342e-05
   2.060915e+02   1.859488e-02   2.285092e-04  -1.196957e-02   4.263800e-06   6.792094e-03   6.598514e-05
   2.123600e+02   1.795389e-02   1.851895e-04  -1.154580e-02   3.476361e-06   6.539770e-03   5.698829e-05
   2.186853e+02   1.734548e-02   1.348755e-04  -1.113911e-02   5.874792e-06   6.299503e-03   4.762401e-05
   2.250649e+02   1.675726e-02   9.568369e-05  -1.075159e-02   9.858876e-06   6.071102e-03   4.010533e-05
   2.314964e+02   1.618438e-02   7.202795e-05  -1.037816e-02   1.115871e-05   5.853344e-03   3.606025e-05
   2.379777e+02   1.562691e-02   5.589478e-05  -1.001583e-02   9.089228e-06   5.643261e-03   3.280058e-05
   2.445065e+02   1.508015e-02   5.343499e-05  -9.668554e-03   5.220331e-06   5.441102e-03   2.915185e-05
   2.510807e+02   1.454010e-02   7.373824e-05  -9.342804e-03   2.721731e-06   5.248977e-03   2.477474e-05
   2.576982e+02   1.400670e-02   1.076572e-04  -9.038149e-03   8.292697e-06   5.065236e-03   1.926192e-05
   2.643568e+02   1.347744e-02   1.609947e-04  -8.743443e-03   8.519569e-06   4.888250e-03   1.526048e-05
   2.710548e+02   1.295007e-02   2.287927e-04  -8.451604e-03   5.306220e-06   4.719624e-03   1.294137e-05
   2.777901e+02   1.243569e-02   2.916192e-04  -8.161471e-03   5.008165e-06   4.560454e-03   1.039644e-05
   2.845610e+02   1.194676e-02   3.396322e-04  -7.875220e-03   6.929133e-06   4.408922e-03   9.174412e-06
   2.913657e+02   1.148098e-02   3.811506e-04  -7.598875e-03   7.698330e-06   4.262349e-03   8.601913e-06
   2.982025e+02   1.103359e-02   4.168354e-04  -7.330109e-03   7.900519e-06   4.119581e-03   8.637029e-06
   3.050697e+02   1.060424e-02   4.450239e-04  -7.070238e-03   7.020464e-06   3.980590e-03   5.459099e-06
   3.119659e+02   1.019181e-02   4.672271e-04  -6.816980e-03   6.431159e-06   3.847379e-03   1.109883e-06
   3.188896e+02   9.791316e-03   4.924149e-04  -6.570375e-03   5.064483e-06   3.721984e-03  -3.563698e-06
   3.258395e+02   9.395094e-03   5.263472e-04  -6.329113e-03   3.304055e-06   3.602566e-03  -6.934217e-06
   3.328141e+02   9.001051e-03   5.675070e-04  -6.093372e-03   3.176268e-06   3.487954e-03  -9.591580e-06
   3.398124e+02   8.615243e-03   6.072678e-04  -5.861859e-03   5.442816e-06   3.378688e-03  -1.259382e-05
   3.468332e+02   8.245813e-03   6.406211e-04  -5.634465e-03   6.803165e-06   3.274068e-03  -1.529494e-05
   3.538754e+02   7.895282e-03   6.638018e-04  -5.412841e-03   7.498104e-06   3.171466e-03  -1.772444e-05
   3.609380e+02   7.559206e-03   6.760133e-04  -5.195752e-03   1.034283e-05   3.070335e-03  -2.052448e-05
   3.680203e+02   7.233074e-03   6.852394e-04  -4.980682e-03   1.348980e-05   2.973161e-03  -2.203996e-05
   3.751213e+02   6.913005e-03   6.999029e-04  -4.769325e-03   1.483159e-05   2.880620e-03  -2.220584e-05
   3.822403e+02   6.595855e-03   7.254294e-04  -4.566435e-03   1.357208e-05   2.790578e-03  -2.215571e-05
   3.893768e+02   6.284698e-03   7.605818e-04  -4.376694e-03   1.192966e-05   2.702521e-03  -2.200550e-05
   3.965301e+02   5.981965e-03   8.011189e-04  -4.199674e-03   1.194783e-05   2.616848e-03  -2.148964e-05
   4.036999e+02   5.686939e-03   8.447263e-04  -4.029812e-03   9.899532e-06   2.533841e-03  -2.208865e-05
   4.108857e+02   5.401158e-03   8.834810e-04  -3.861083e-03   7.004220e-06   2.453677e-03  -2.311734e-05
   4.180872e+02   5.124251e-03   9.173824e-04  -3.694008e-03   3.839636e-06   2.375681e-03  -2.421591e-05
   4.253043e+02   4.855112e-03   9.515084e-04  -3.531476e-03   1.483975e-07   2.300137e-03  -2.484404e-05
   4.325368e+02   4.595840e-03   9.823944e-04  -3.373061e-03  -1.452131e-06   2.228201e-03  -2.447994e-05
   4.397847e+02   4.345653e-03   1.012241e-03  -3.220276e-03  -2.469509e-06   2.159630e-03  -2.448271e-05
   4.470481e+02   4.100964e-03   1.045440e-03  -3.073771e-03  -2.972649e-06   2.094515e-03  -2.485514e-05
   4.543271e+02   3.861645e-03   1.078479e-03  -2.932163e-03   8.191264e-07   2.033429e-03  -2.464869e-05
   4.616220e+02   3.627594e-03   1.109117e-03  -2.793932e-03   8.554414e-06   1.975133e-03  -2.379960e-05
   4.689331e+02   3.394906e-03   1.142451e-03  -2.657520e-03   1.377390e-05   1.917585e-03  -2.397357e-05
   4.762609e+02   3.162959e-03   1.180933e-03  -2.521199e-03   1.485223e-05   1.861410e-03  -2.386464e-05
   4.836059e+02   2.935690e-03   1.225980e-03  -2.389291e-03   1.230168e-05   1.807888e-03  -2.320652e-05
   4.909688e+02   2.714256e-03   1.278410e-03  -2.265192e-03   7.399316e-06   1.757251e-03  -2.237689e-05
   4.983502e+02   2.497046e-03   1.334976e-03  -2.147339e-03   4.669213e-06   1.709806e-03  -2.045327e-05
   5.057511e+02   2.283044e-03   1.391727e-03  -2.033977e-03   7.159113e-06   1.665277e-03  -1.732372e-05
   5.131724e+02   2.072169e-03   1.449271e-03  -1.924593e-03   1.261226e-05   1.623225e-03  -1.376662e-05
   5.206152e+02   1.865923e-03   1.510086e-03  -1.819960e-03   1.679194e-05   1.583299e-03  -1.045768e-05
   5.280806e+02   1.666957e-03   1.571198e-03  -1.718298e-03   1.822230e-05   1.544928e-03  -6.848438e-06
   5.355700e+02   1.476817e-03   1.629342e-03  -1.619070e-03   1.767068e-05   1.507894e-03  -3.135731e-06
   5.430849e+02   1.295413e-03   1.681865e-03  -1.521975e-03   1.778262e-05   1.472747e-03   3.379571e-07
   5.506268e+02   1.122312e-03   1.728191e-03  -1.427671e-03   2.149300e-05   1.440453e-03   3.872130e-06
   5.581974e+02   9.571644e-04   1.773855e-03  -1.338205e-03   2.531081e-05   1.411030e-03   7.095361e-06
   5.657987e+02   8.008446e-04   1.822178e-03  -1.254633e-03   2.521215e-05   1.383862e-03   9.738827e-06
   5.734326e+02   6.559044e-04   1.869611e-03  -1.177872e-03   2.394323e-05   1.359357e-03   1.222855e-05
   5.811014e+02   5.244656e-04   1.912158e-03  -1.109430e-03   2.610377e-05   1.338033e-03   1.526514e-05
   5.888075e+02   4.067620e-04   1.950190e-03  -1.048476e-03   3.056540e-05   1.320089e-03   1.895263e-05
   5.965535e+02   3.027016e-04   1.984707e-03  -9.926176e-04   3.404187e-05   1.305865e-03   2.296810e-05
   6.043422e+02   2.125757e-04   2.013801e-03  -9.411848e-04   3.754918e-05   1.295441e-03   2.729976e-05
   6.121766e+02   1.368033e-04   2.038913e-03  -8.972139e-04   3.992267e-05   1.287538e-03   3.088780e-05
   6.200602e+02   7.651877e-05   2.059317e-03  -8.620193e-04   4.079237e-05   1.280978e-03   3.363045e-05
   6.279963e+02   3.310682e-05   2.072549e-03  -8.358997e-04   4.213231e-05   1.275771e-03   3.611741e-05
   6.359890e+02   8.030840e-06   2.079300e-03  -8.195061e-04   4.254924e-05   1.272019e-03   3.835442e-05


Budget of vv+ :

       y+            Prod.           Diss.       vel_p_grad.     Turb_Diff.    Mole_Diff.        Res.    
   3.046630e-01   0.000000e+00  -1.713215e-08  -4.263477e-05   1.532735e-04   1.061893e-04   4.432277e-06
   6.255789e-01   0.000000e+00  -2.396344e-07  -1.431072e-04   4.867632e-04   3.337677e-04   9.648710e-06
   9.672557e-01   0.000000e+00  -1.325604e-06  -2.691751e-04   9.566963e-04   6.709795e-04   1.521613e-05
   1.334303e+00   0.000000e+00  -4.515623e-06  -3.899593e-04   1.504435e-03   1.088941e-03   2.101871e-05
   1.731407e+00   0.000000e+00  -1.141728e-05  -4.749853e-04   2.076831e-03   1.563184e-03   2.724373e-05
   2.163302e+00   0.000000e+00  -2.327396e-05  -4.946741e-04   2.625560e-03   2.073192e-03   3.441941e-05
   2.634748e+00   0.000000e+00  -3.932764e-05  -4.223672e-04   3.108437e-03   2.603321e-03   4.342114e-05
   3.150498e+00   0.000000e+00  -5.398421e-05  -2.377988e-04   3.491763e-03   3.144573e-03   5.540732e-05
   3.715284e+00   0.000000e+00  -5.310774e-05   6.857312e-05   3.752660e-03   3.696478e-03   7.164753e-05
   4.333782e+00   0.000000e+00  -1.070867e-05   4.916958e-04   3.880434e-03   4.268185e-03   9.323626e-05
   5.010602e+00   0.000000e+00   1.118881e-04   1.010473e-03   3.876258e-03   4.877887e-03   1.207312e-04
   5.750262e+00   0.000000e+00   3.620048e-04   1.590934e-03   3.750886e-03   5.550019e-03   1.538060e-04
   6.557174e+00   0.000000e+00   7.849578e-04   2.195613e-03   3.520881e-03   6.310400e-03   1.910525e-04
   7.435628e+00   0.000000e+00   1.407109e-03   2.798760e-03   3.204573e-03   7.180361e-03   2.300814e-04
   8.389777e+00   0.000000e+00   2.216359e-03   3.403736e-03   2.819292e-03   8.171391e-03   2.679954e-04
   9.423628e+00   0.000000e+00   3.147237e-03   4.055802e-03   2.380857e-03   9.281763e-03   3.021337e-04
   1.054103e+01   0.000000e+00   4.078722e-03   4.842844e-03   1.905100e-03   1.049583e-02   3.308318e-04
   1.174566e+01   0.000000e+00   4.849866e-03   5.879891e-03   1.409896e-03   1.178577e-02   3.538795e-04
   1.304103e+01   0.000000e+00   5.291440e-03   7.279938e-03   9.158936e-04   1.311485e-02   3.724202e-04
   1.443046e+01   0.000000e+00   5.264346e-03   9.120185e-03   4.452775e-04   1.444142e-02   3.883904e-04
   1.591708e+01   0.000000e+00   4.692442e-03   1.141502e-02   1.927355e-05   1.572290e-02   4.038345e-04
   1.750383e+01   0.000000e+00   3.580627e-03   1.410395e-02  -3.449949e-04   1.691928e-02   4.203016e-04
   1.919345e+01   0.000000e+00   2.014045e-03   1.705738e-02  -6.371543e-04   1.799585e-02   4.384198e-04
   2.098849e+01   0.000000e+00   1.397947e-04   2.009733e-02  -8.539584e-04   1.892529e-02   4.578711e-04
   2.289128e+01   0.000000e+00  -1.862189e-03   2.302654e-02  -9.978983e-04   1.968889e-02   4.775627e-04
   2.490394e+01   0.000000e+00  -3.811305e-03   2.565975e-02  -1.075892e-03   2.027646e-02   4.960926e-04
   2.702840e+01   0.000000e+00  -5.552394e-03   2.784789e-02  -1.097918e-03   2.068550e-02   5.120790e-04
   2.926637e+01   0.000000e+00  -6.971434e-03   2.949140e-02  -1.075167e-03   2.092025e-02   5.245497e-04
   3.161934e+01   0.000000e+00  -8.000146e-03   3.054337e-02  -1.019808e-03   2.099059e-02   5.328186e-04
   3.408862e+01   0.000000e+00  -8.616112e-03   3.100748e-02  -9.437255e-04   2.091102e-02   5.366220e-04
   3.667529e+01   0.000000e+00  -8.837273e-03   3.092953e-02  -8.569628e-04   2.069927e-02   5.360260e-04
   3.938023e+01   0.000000e+00  -8.712096e-03   3.038501e-02  -7.669238e-04   2.037477e-02   5.312233e-04
   4.220411e+01   0.000000e+00  -8.309047e-03   2.946717e-02  -6.775847e-04   1.995752e-02   5.230137e-04
   4.514741e+01   0.000000e+00  -7.701795e-03   2.827148e-02  -5.905030e-04   1.946700e-02   5.121828e-04
   4.821040e+01   0.000000e+00  -6.960029e-03   2.688800e-02  -5.075367e-04   1.892119e-02   4.992416e-04
   5.139318e+01   0.000000e+00  -6.146118e-03   2.539655e-02  -4.303564e-04   1.833516e-02   4.849173e-04
   5.469564e+01   0.000000e+00  -5.311358e-03   2.386349e-02  -3.609538e-04   1.772113e-02   4.700417e-04
   5.811749e+01   0.000000e+00  -4.495085e-03   2.234105e-02  -3.006831e-04   1.709017e-02   4.551020e-04
   6.165826e+01   0.000000e+00  -3.726950e-03   2.086848e-02  -2.491808e-04   1.645234e-02   4.400101e-04
   6.531732e+01   0.000000e+00  -3.028782e-03   1.947257e-02  -2.035239e-04   1.581534e-02   4.249196e-04
   6.909385e+01   0.000000e+00  -2.409830e-03   1.816793e-02  -1.627952e-04   1.518532e-02   4.099856e-04
   7.298689e+01   0.000000e+00  -1.868492e-03   1.695977e-02  -1.292757e-04   1.456770e-02   3.943119e-04
   7.699533e+01   0.000000e+00  -1.405226e-03   1.585282e-02  -1.029249e-04   1.396648e-02   3.781928e-04
   8.111788e+01   0.000000e+00  -1.019541e-03   1.484894e-02  -8.282889e-05   1.338434e-02   3.622355e-04
   8.535316e+01   0.000000e+00  -7.064513e-04   1.394380e-02  -6.727603e-05   1.282338e-02   3.466952e-04
   8.969962e+01   0.000000e+00  -4.563601e-04   1.312797e-02  -5.416259e-05   1.228526e-02   3.321937e-04
   9.415561e+01   0.000000e+00  -2.558818e-04   1.238729e-02  -4.299658e-05   1.177038e-02   3.180224e-04
   9.871934e+01   0.000000e+00  -9.970054e-05   1.171759e-02  -3.462336e-05   1.127862e-02   3.046484e-04
   1.033889e+02   0.000000e+00   1.752565e-05   1.111194e-02  -2.782615e-05   1.080881e-02   2.928273e-04
   1.081624e+02   0.000000e+00   1.079115e-04   1.055711e-02  -2.271111e-05   1.036027e-02   2.820491e-04
   1.130377e+02   0.000000e+00   1.804620e-04   1.004402e-02  -2.005098e-05   9.932930e-03   2.715055e-04
   1.180127e+02   0.000000e+00   2.356501e-04   9.568933e-03  -1.756427e-05   9.525803e-03   2.612159e-04
   1.230851e+02   0.000000e+00   2.724263e-04   9.130258e-03  -1.369243e-05   9.137993e-03   2.509989e-04
   1.282527e+02   0.000000e+00   2.858681e-04   8.733682e-03  -9.292702e-06   8.768986e-03   2.412708e-04
   1.335130e+02   0.000000e+00   2.693805e-04   8.386649e-03  -5.806557e-06   8.418559e-03   2.316637e-04
   1.388637e+02   0.000000e+00   2.219781e-04   8.089217e-03  -2.756746e-06   8.086291e-03   2.221474e-04
   1.443023e+02   0.000000e+00   1.572476e-04   7.828660e-03  -9.077622e-07   7.771927e-03   2.130729e-04
   1.498264e+02   0.000000e+00   9.788111e-05   7.580830e-03  -9.231684e-07   7.474259e-03   2.035294e-04
   1.554335e+02   0.000000e+00   5.312035e-05   7.334043e-03  -1.505217e-06   7.192116e-03   1.935419e-04
   1.611209e+02   0.000000e+00   1.647639e-05   7.092882e-03  -1.254785e-06   6.924543e-03   1.835608e-04
   1.668863e+02   0.000000e+00  -1.852655e-05   6.862968e-03   1.200175e-07   6.670033e-03   1.745284e-04
   1.727270e+02   0.000000e+00  -4.350029e-05   6.637740e-03   3.465459e-07   6.428061e-03   1.665248e-04
   1.786404e+02   0.000000e+00  -4.987712e-05   6.409069e-03  -1.429180e-06   6.198552e-03   1.592109e-04
   1.846242e+02   0.000000e+00  -4.389892e-05   6.178695e-03  -1.791632e-06   5.980322e-03   1.526829e-04
   1.906756e+02   0.000000e+00  -3.665606e-05   5.958134e-03  -1.719010e-06   5.772706e-03   1.470522e-04
   1.967922e+02   0.000000e+00  -3.460326e-05   5.754053e-03  -2.742077e-06   5.575127e-03   1.415803e-04
   2.029716e+02   0.000000e+00  -4.357910e-05   5.570314e-03  -4.197575e-06   5.386347e-03   1.361901e-04
   2.092113e+02   0.000000e+00  -6.478944e-05   5.406148e-03  -4.622952e-06   5.205258e-03   1.314777e-04
   2.155088e+02   0.000000e+00  -8.692478e-05   5.249563e-03  -3.891111e-06   5.031050e-03   1.276976e-04
   2.218618e+02   0.000000e+00  -9.445573e-05   5.085335e-03  -3.167651e-06   4.863689e-03   1.240222e-04
   2.282679e+02   0.000000e+00  -8.326039e-05   4.909127e-03  -3.216069e-06   4.702802e-03   1.198484e-04
   2.347249e+02   0.000000e+00  -6.178119e-05   4.727726e-03  -2.994517e-06   4.547552e-03   1.153988e-04
   2.412305e+02   0.000000e+00  -3.623382e-05   4.547157e-03  -2.140278e-06   4.397662e-03   1.111212e-04
   2.477825e+02   0.000000e+00  -3.003269e-06   4.365500e-03  -2.236240e-06   4.253413e-03   1.068469e-04
   2.543789e+02   0.000000e+00   3.651059e-05   4.183769e-03  -2.819641e-06   4.114840e-03   1.026205e-04
   2.610174e+02   0.000000e+00   7.099562e-05   4.009616e-03  -1.260695e-06   3.981116e-03   9.823435e-05
   2.676963e+02   0.000000e+00   8.900189e-05   3.856066e-03   1.462185e-06   3.851897e-03   9.463233e-05
   2.744134e+02   0.000000e+00   9.587826e-05   3.720579e-03   2.451332e-06   3.727544e-03   9.136513e-05
   2.811669e+02   0.000000e+00   1.037791e-04   3.589455e-03   2.474957e-06   3.607772e-03   8.793698e-05
   2.879551e+02   0.000000e+00   1.201823e-04   3.453829e-03   2.142261e-06   3.492394e-03   8.375973e-05
   2.947762e+02   0.000000e+00   1.434435e-04   3.314998e-03   1.473220e-06   3.380859e-03   7.905571e-05
   3.016287e+02   0.000000e+00   1.658184e-04   3.180191e-03   1.454658e-06   3.272748e-03   7.471591e-05
   3.085108e+02   0.000000e+00   1.842814e-04   3.052880e-03   2.261747e-06   3.168246e-03   7.117675e-05
   3.154211e+02   0.000000e+00   2.021030e-04   2.931673e-03   2.335490e-06   3.067935e-03   6.817679e-05
   3.223582e+02   0.000000e+00   2.206162e-04   2.815274e-03   1.652019e-06   2.972033e-03   6.550953e-05
   3.293208e+02   0.000000e+00   2.401969e-04   2.701755e-03   1.370243e-06   2.880455e-03   6.286651e-05
   3.363075e+02   0.000000e+00   2.609067e-04   2.589912e-03   1.969860e-06   2.792767e-03   6.002109e-05
   3.433173e+02   0.000000e+00   2.830552e-04   2.479389e-03   3.133529e-06   2.708382e-03   5.719538e-05
   3.503491e+02   0.000000e+00   3.079048e-04   2.370768e-03   3.035803e-06   2.627155e-03   5.455391e-05
   3.574017e+02   0.000000e+00   3.365458e-04   2.262551e-03   1.790099e-06   2.548690e-03   5.219714e-05
   3.644744e+02   0.000000e+00   3.703583e-04   2.151206e-03   8.812248e-07   2.472506e-03   4.993964e-05
   3.715662e+02   0.000000e+00   4.086409e-04   2.037959e-03  -2.206812e-07   2.398556e-03   4.782301e-05
   3.786764e+02   0.000000e+00   4.472872e-04   1.926541e-03  -8.482377e-07   2.326796e-03   4.618420e-05
   3.858043e+02   0.000000e+00   4.868830e-04   1.814741e-03  -1.831850e-07   2.256901e-03   4.454034e-05
   3.929493e+02   0.000000e+00   5.292331e-04   1.701038e-03   1.132249e-06   2.188645e-03   4.275848e-05
   4.001110e+02   0.000000e+00   5.720605e-04   1.588081e-03   2.564411e-06   2.122032e-03   4.067335e-05
   4.072888e+02   0.000000e+00   6.100214e-04   1.482514e-03   3.784994e-06   2.057562e-03   3.875839e-05
   4.144825e+02   0.000000e+00   6.432829e-04   1.384752e-03   4.843047e-06   1.995659e-03   3.721923e-05
   4.216919e+02   0.000000e+00   6.780737e-04   1.288540e-03   5.603762e-06   1.936303e-03   3.591467e-05
   4.289167e+02   0.000000e+00   7.174709e-04   1.190777e-03   5.616546e-06   1.879392e-03   3.447225e-05
   4.361569e+02   0.000000e+00   7.565843e-04   1.096115e-03   5.153008e-06   1.824838e-03   3.301414e-05
   4.434125e+02   0.000000e+00   7.901550e-04   1.009104e-03   5.058970e-06   1.772495e-03   3.182340e-05
   4.506836e+02   0.000000e+00   8.189818e-04   9.290517e-04   5.057208e-06   1.722223e-03   3.086816e-05
   4.579705e+02   0.000000e+00   8.468240e-04   8.524153e-04   4.655111e-06   1.673912e-03   2.998265e-05
   4.652734e+02   0.000000e+00   8.743083e-04   7.776065e-04   4.338538e-06   1.627494e-03   2.875969e-05
   4.725928e+02   0.000000e+00   8.962777e-04   7.091406e-04   4.594057e-06   1.582637e-03   2.737505e-05
   4.799290e+02   0.000000e+00   9.084294e-04   6.513885e-04   5.268706e-06   1.539146e-03   2.594051e-05
   4.872828e+02   0.000000e+00   9.110458e-04   6.040362e-04   6.527703e-06   1.496964e-03   2.464553e-05
   4.946547e+02   0.000000e+00   9.081790e-04   5.641515e-04   7.643584e-06   1.456349e-03   2.362487e-05
   5.020457e+02   0.000000e+00   9.040553e-04   5.280712e-04   8.268245e-06   1.417503e-03   2.289215e-05
   5.094565e+02   0.000000e+00   9.027988e-04   4.916872e-04   8.299985e-06   1.380510e-03   2.227573e-05
   5.168883e+02   0.000000e+00   9.076394e-04   4.513081e-04   8.200861e-06   1.345532e-03   2.161679e-05
   5.243421e+02   0.000000e+00   9.193355e-04   4.063947e-04   8.085180e-06   1.312892e-03   2.092370e-05
   5.318192e+02   0.000000e+00   9.367090e-04   3.583247e-04   7.761406e-06   1.282630e-03   2.016507e-05
   5.393209e+02   0.000000e+00   9.572108e-04   3.093121e-04   7.307235e-06   1.254464e-03   1.936588e-05
   5.468489e+02   0.000000e+00   9.779389e-04   2.617637e-04   6.955637e-06   1.228035e-03   1.862362e-05
   5.544047e+02   0.000000e+00   9.977202e-04   2.166313e-04   6.880865e-06   1.203297e-03   1.793505e-05
   5.619901e+02   0.000000e+00   1.015813e-03   1.749611e-04   6.959242e-06   1.180368e-03   1.736562e-05
   5.696072e+02   0.000000e+00   1.032188e-03   1.372536e-04   6.863661e-06   1.159446e-03   1.685954e-05
   5.772580e+02   0.000000e+00   1.046873e-03   1.034595e-04   6.617015e-06   1.140694e-03   1.625638e-05
   5.849448e+02   0.000000e+00   1.056770e-03   7.650279e-05   6.506896e-06   1.124153e-03   1.562614e-05
   5.926702e+02   0.000000e+00   1.058066e-03   6.019712e-05   6.599433e-06   1.109753e-03   1.511018e-05
   6.004368e+02   0.000000e+00   1.050969e-03   5.475571e-05   6.483382e-06   1.097398e-03   1.481044e-05
   6.082476e+02   0.000000e+00   1.039175e-03   5.581715e-05   6.514609e-06   1.086969e-03   1.453751e-05
   6.161057e+02   0.000000e+00   1.026041e-03   5.982697e-05   7.069602e-06   1.078558e-03   1.437921e-05
   6.240146e+02   0.000000e+00   1.015929e-03   6.343454e-05   7.330810e-06   1.072400e-03   1.429395e-05
   6.319780e+02   0.000000e+00   1.010531e-03   6.514927e-05   7.043223e-06   1.068632e-03   1.409108e-05
   6.400000e+02   0.000000e+00   1.006764e-03   6.997984e-05   6.138171e-06   1.067373e-03   1.550891e-05


Budget of ww+ :

       y+            Prod.           Diss.       vel_p_grad.     Turb_Diff.    Mole_Diff.        Res.    
   1.523315e-01   0.000000e+00  -2.104418e-06   4.980902e-03   1.208588e-01   1.259903e-01  -1.527524e-04
   4.651210e-01   0.000000e+00  -2.889923e-05   1.344427e-02   9.510049e-02   1.087659e-01  -2.499982e-04
   7.964173e-01   0.000000e+00  -1.272790e-04   2.076160e-02   7.290358e-02   9.382402e-02  -2.861213e-04
   1.150779e+00   0.000000e+00  -3.534499e-04   2.708215e-02   5.366057e-02   8.066773e-02  -2.784600e-04
   1.532855e+00   0.000000e+00  -7.637089e-04   3.253486e-02   3.712629e-02   6.914862e-02  -2.511779e-04
   1.947355e+00   0.000000e+00  -1.404301e-03   3.724163e-02   2.320754e-02   5.925130e-02  -2.064366e-04
   2.399025e+00   0.000000e+00  -2.299775e-03   4.132551e-02   1.188181e-02   5.105351e-02  -1.459661e-04
   2.892623e+00   0.000000e+00  -3.441266e-03   4.491166e-02   3.121405e-03   4.466416e-02  -7.236104e-05
   3.432891e+00   0.000000e+00  -4.777801e-03   4.812039e-02  -3.175444e-03   4.015660e-02   1.054005e-05
   4.024533e+00   0.000000e+00  -6.214449e-03   5.105316e-02  -7.232741e-03   3.750856e-02   9.741783e-05
   4.672192e+00   0.000000e+00  -7.620124e-03   5.377521e-02  -9.408579e-03   3.656476e-02   1.817560e-04
   5.380432e+00   0.000000e+00  -8.845123e-03   5.630018e-02  -1.016411e-02   3.703429e-02   2.566576e-04
   6.153718e+00   0.000000e+00  -9.745505e-03   5.858307e-02  -9.997546e-03   3.852406e-02   3.159590e-04
   6.996401e+00   0.000000e+00  -1.020953e-02   6.052636e-02  -9.363953e-03   4.059757e-02   3.553108e-04
   7.912702e+00   0.000000e+00  -1.018016e-02   6.200078e-02  -8.607189e-03   4.284053e-02   3.729036e-04
   8.906702e+00   0.000000e+00  -9.667033e-03   6.287717e-02  -7.926103e-03   4.491439e-02   3.696431e-04
   9.982329e+00   0.000000e+00  -8.743551e-03   6.306170e-02  -7.383840e-03   4.658557e-02   3.487375e-04
   1.114335e+01   0.000000e+00  -7.529903e-03   6.252371e-02  -6.950701e-03   4.772834e-02   3.147724e-04
