%----------------------------------------------------------------
%  Reference : H. Abe, R.A.Antonia and H. Kawamura,
%  "Correlation between small-scale velocity 
%  and scalar fluctuations in a turbulent channel flow," 
%  J. Fluid Mech., Vol. 627, pp. 1-32 (2009).
%  DOI: https://doi.org/10.1017/S0022112008005569
%----------------------------------------------------------------
Case: cha640

Nomenclature:
     delta = channel half width
     nu = kinematic viscosity
     p = pressure fluctuation
     Re_bulk = Um*2delta/nu : Bulk Reynolds number
     Re_tau = u_tau*delta/nu : Friction Reynolds number
     rho = density
     Um = bulk mean velocity
     u_mean = streamwise mean velocity
     u, v, w = streamwise, wall-normal and spanwise velocity fluctuations
     u_i = ith component of velocity fluctuations
     u_tau = friction velocity
     x, y, z = streamwise, wall-normal and spanwise directions

     + = normalized by wall units (u_tau, nu and rho)
     rms = root-mean-square value


1. Numerical Methodology

1.1. Governing equations
     Navier-Stokes equation and the continuity equation for flow field,
     and the energy equation for thermal field.

1.2. Discretization method
     Finite Difference Method was adopted.
     The fourth-order central difference scheme was adopted in the streamwise and
     spanwise directions, and the second-order central difference scheme was used
     in the wall-normal direction.

1.3. Spatial resolution
     4.00 and 4.00 wall units in the x- and z-directions
     and 0.15 to 8.02 wall units in the y-direction.

1.4. Time advancement
     The Crank-Nicolson method for the viscous terms with wall-normal derivatives
     and the third-order Runge-Kutta method for the other terms.

1.5. Computational volume
     12.8*delta x 2*delta x 6.4*delta.

1.6. Grid
     Staggered grid

1.7. Mesh number
     2048 x 256 x 1024

1.8. Criterion for stationary state
     The steady state is identified by 
     total shear stress & turbulent kinetic energy for velocity field
     and total heat flux & temperature variance for temperature field.

1.9. Period of time integration for ensemble averaging
     About 6,385 non-dimensional units of time (nu/u_tau^2)
     after the flow reaches the fully developed state.  


2. Conditions

2.1. Specified conditions

     Re_tau = 640

2.2. Obtained mean quantities

     Re_bulk = 24095


3. Turbulence statistics

  j       y+            u_mean+         uu+            ww+
   1.239335e+01   0.000000e+00  -6.169619e-03   6.130780e-02  -6.556970e-03   4.830849e-02   2.727136e-04
   1.373574e+01   0.000000e+00  -4.807641e-03   5.952686e-02  -6.133752e-03   4.835823e-02   2.272373e-04
   1.517377e+01   0.000000e+00  -3.570949e-03   5.733918e-02  -5.636572e-03   4.794926e-02   1.823923e-04
   1.671045e+01   0.000000e+00  -2.550312e-03   5.491691e-02  -5.056988e-03   4.716855e-02   1.410638e-04
   1.834864e+01   0.000000e+00  -1.792575e-03   5.241654e-02  -4.417891e-03   4.610123e-02   1.048485e-04
   2.009097e+01   0.000000e+00  -1.305079e-03   4.995944e-02  -3.757398e-03   4.482226e-02   7.470036e-05
   2.193988e+01   0.000000e+00  -1.061277e-03   4.762400e-02  -3.118241e-03   4.339340e-02   5.107730e-05
   2.389761e+01   0.000000e+00  -1.007897e-03   4.544794e-02  -2.542950e-03   4.186310e-02   3.398732e-05
   2.596617e+01   0.000000e+00  -1.084992e-03   4.343414e-02  -2.056744e-03   4.026957e-02   2.283086e-05
   2.814738e+01   0.000000e+00  -1.244069e-03   4.155921e-02  -1.654360e-03   3.864429e-02   1.648679e-05
   3.044285e+01   0.000000e+00  -1.443599e-03   3.978775e-02  -1.316108e-03   3.701360e-02   1.443701e-05
   3.285398e+01   0.000000e+00  -1.642992e-03   3.808661e-02  -1.030833e-03   3.539511e-02   1.767481e-05
   3.538196e+01   0.000000e+00  -1.809690e-03   3.642913e-02  -7.946422e-04   3.379967e-02   2.513178e-05
   3.802776e+01   0.000000e+00  -1.925858e-03   3.479813e-02  -6.009938e-04   3.223481e-02   3.647656e-05
   4.079217e+01   0.000000e+00  -1.971940e-03   3.318225e-02  -4.557534e-04   3.070501e-02   4.954683e-05
   4.367576e+01   0.000000e+00  -1.948007e-03   3.157365e-02  -3.431559e-04   2.921805e-02   6.443527e-05
   4.667891e+01   0.000000e+00  -1.854916e-03   2.996906e-02  -2.503716e-04   2.778346e-02   8.031429e-05
   4.980179e+01   0.000000e+00  -1.689789e-03   2.837301e-02  -1.837430e-04   2.640363e-02   9.585254e-05
   5.304441e+01   0.000000e+00  -1.473262e-03   2.679441e-02  -1.322510e-04   2.507906e-02   1.098317e-04
   5.640657e+01   0.000000e+00  -1.232253e-03   2.524879e-02  -8.310703e-05   2.381150e-02   1.219357e-04
   5.988788e+01   0.000000e+00  -9.781405e-04   2.375676e-02  -4.673821e-05   2.259993e-02   1.319521e-04
   6.348779e+01   0.000000e+00  -7.201488e-04   2.233227e-02  -3.024836e-05   2.144208e-02   1.397990e-04
   6.720558e+01   0.000000e+00  -4.829244e-04   2.098203e-02  -1.337495e-05   2.033983e-02   1.459002e-04
   7.104037e+01   0.000000e+00  -2.709359e-04   1.970875e-02   5.914702e-06   1.929404e-02   1.496851e-04
   7.499111e+01   0.000000e+00  -7.708225e-05   1.851350e-02   1.845567e-05   1.830217e-02   1.527051e-04
   7.905661e+01   0.000000e+00   8.869224e-05   1.740200e-02   2.928749e-05   1.736532e-02   1.546586e-04
   8.323552e+01   0.000000e+00   2.168934e-04   1.638287e-02   3.759730e-05   1.648264e-02   1.547263e-04
   8.752639e+01   0.000000e+00   3.044418e-04   1.545924e-02   4.217683e-05   1.565345e-02   1.524030e-04
   9.192761e+01   0.000000e+00   3.582034e-04   1.462359e-02   4.596150e-05   1.487839e-02   1.493587e-04
   9.643747e+01   0.000000e+00   3.970959e-04   1.386308e-02   3.814994e-05   1.415210e-02   1.462272e-04
   1.010541e+02   0.000000e+00   4.219752e-04   1.316782e-02   2.478516e-05   1.347104e-02   1.435385e-04
   1.057757e+02   0.000000e+00   4.230097e-04   1.252837e-02   2.409632e-05   1.283482e-02   1.406632e-04
   1.106001e+02   0.000000e+00   4.107885e-04   1.193040e-02   3.433448e-05   1.223892e-02   1.366078e-04
   1.155252e+02   0.000000e+00   4.046005e-04   1.136721e-02   3.967383e-05   1.167784e-02   1.336413e-04
   1.205489e+02   0.000000e+00   3.986978e-04   1.084045e-02   4.023675e-05   1.114850e-02   1.308837e-04
   1.256689e+02   0.000000e+00   3.853084e-04   1.035495e-02   3.565699e-05   1.064863e-02   1.272863e-04
   1.308828e+02   0.000000e+00   3.600954e-04   9.911906e-03   3.099578e-05   1.017817e-02   1.248251e-04
   1.361883e+02   0.000000e+00   3.219139e-04   9.506935e-03   2.729735e-05   9.734566e-03   1.215804e-04
   1.415830e+02   0.000000e+00   2.810830e-04   9.134566e-03   1.352041e-05   9.314293e-03   1.148759e-04
   1.470644e+02   0.000000e+00   2.373867e-04   8.790707e-03   2.175674e-06   8.920401e-03   1.098679e-04
   1.526299e+02   0.000000e+00   1.982546e-04   8.463477e-03  -2.299550e-06   8.553507e-03   1.059253e-04
   1.582772e+02   0.000000e+00   1.693882e-04   8.145270e-03  -3.693297e-06   8.210109e-03   1.008562e-04
   1.640036e+02   0.000000e+00   1.465014e-04   7.835691e-03   2.808687e-07   7.886559e-03   9.591415e-05
   1.698066e+02   0.000000e+00   1.279895e-04   7.533978e-03   8.184783e-06   7.579962e-03   9.018974e-05
   1.756837e+02   0.000000e+00   1.129904e-04   7.245108e-03   1.638670e-05   7.288069e-03   8.641569e-05
   1.816323e+02   0.000000e+00   1.131999e-04   6.960815e-03   1.512477e-05   7.008552e-03   8.058839e-05
   1.876499e+02   0.000000e+00   1.198017e-04   6.683802e-03   1.405199e-05   6.742471e-03   7.518454e-05
   1.937339e+02   0.000000e+00   1.233013e-04   6.423125e-03   1.693800e-05   6.490922e-03   7.244199e-05
   1.998819e+02   0.000000e+00   1.250038e-04   6.181852e-03   1.718274e-05   6.252365e-03   7.167402e-05
   2.060915e+02   0.000000e+00   1.227855e-04   5.963247e-03   1.005486e-05   6.025498e-03   7.058993e-05
   2.123600e+02   0.000000e+00   1.082525e-04   5.763512e-03   4.198175e-06   5.808930e-03   6.703328e-05
   2.186853e+02   0.000000e+00   8.323707e-05   5.575977e-03   6.504839e-06   5.602974e-03   6.274551e-05
   2.250649e+02   0.000000e+00   6.336156e-05   5.396031e-03   6.111792e-06   5.407704e-03   5.779984e-05
   2.314964e+02   0.000000e+00   5.173486e-05   5.221160e-03   3.189128e-06   5.221379e-03   5.470465e-05
   2.379777e+02   0.000000e+00   4.938499e-05   5.042522e-03   1.638127e-06   5.042443e-03   5.110218e-05
   2.445065e+02   0.000000e+00   5.501305e-05   4.859610e-03   4.091548e-06   4.871410e-03   4.730530e-05
   2.510807e+02   0.000000e+00   7.238100e-05   4.679908e-03   2.975842e-06   4.709614e-03   4.565064e-05
   2.576982e+02   0.000000e+00   9.401760e-05   4.505082e-03  -1.211782e-06   4.552713e-03   4.517490e-05
   2.643568e+02   0.000000e+00   1.096063e-04   4.338167e-03  -7.657662e-06   4.396661e-03   4.345514e-05
   2.710548e+02   0.000000e+00   1.053287e-04   4.190381e-03  -7.789868e-06   4.245234e-03   4.268535e-05
   2.777901e+02   0.000000e+00   9.285949e-05   4.056153e-03  -6.793872e-06   4.101062e-03   4.115721e-05
   2.845610e+02   0.000000e+00   8.201799e-05   3.927884e-03  -6.752095e-06   3.964092e-03   3.905701e-05
   2.913657e+02   0.000000e+00   7.225670e-05   3.799230e-03  -1.218086e-06   3.833694e-03   3.657446e-05
   2.982025e+02   0.000000e+00   7.460348e-05   3.664865e-03   1.113439e-06   3.706759e-03   3.382235e-05
   3.050697e+02   0.000000e+00   8.544765e-05   3.528623e-03  -7.394285e-07   3.582405e-03   3.092602e-05
   3.119659e+02   0.000000e+00   9.584923e-05   3.395267e-03  -4.687186e-07   3.462486e-03   2.816105e-05
   3.188896e+02   0.000000e+00   1.076821e-04   3.265304e-03   1.609882e-06   3.347954e-03   2.664173e-05
   3.258395e+02   0.000000e+00   1.261703e-04   3.136852e-03   2.329805e-06   3.238522e-03   2.683014e-05
   3.328141e+02   0.000000e+00   1.525911e-04   3.006177e-03   2.592602e-06   3.133973e-03   2.738778e-05
   3.398124e+02   0.000000e+00   1.820704e-04   2.874659e-03   4.546637e-06   3.033509e-03   2.776762e-05
   3.468332e+02   0.000000e+00   2.119554e-04   2.746393e-03   4.598765e-06   2.936307e-03   2.664016e-05
   3.538754e+02   0.000000e+00   2.380374e-04   2.625679e-03   5.363636e-06   2.842858e-03   2.622226e-05
   3.609380e+02   0.000000e+00   2.628666e-04   2.508689e-03   5.868238e-06   2.752497e-03   2.492675e-05
   3.680203e+02   0.000000e+00   2.855135e-04   2.395359e-03   6.735098e-06   2.664409e-03   2.319829e-05
   3.751213e+02   0.000000e+00   3.024408e-04   2.289352e-03   8.669188e-06   2.578726e-03   2.173630e-05
   3.822403e+02   0.000000e+00   3.173026e-04   2.188747e-03   8.216180e-06   2.494620e-03   1.964628e-05
   3.893768e+02   0.000000e+00   3.333114e-04   2.090810e-03   5.705958e-06   2.411800e-03   1.802723e-05
   3.965301e+02   0.000000e+00   3.457506e-04   1.998000e-03   3.885411e-06   2.331614e-03   1.602160e-05
   4.036999e+02   0.000000e+00   3.501213e-04   1.914745e-03   4.561367e-06   2.255237e-03   1.419011e-05
   4.108857e+02   0.000000e+00   3.536204e-04   1.837717e-03   2.934997e-06   2.182509e-03   1.176391e-05
   4.180872e+02   0.000000e+00   3.548534e-04   1.764971e-03   3.972411e-06   2.113547e-03   1.024922e-05
   4.253043e+02   0.000000e+00   3.545947e-04   1.694835e-03   7.861267e-06   2.047872e-03   9.419407e-06
   4.325368e+02   0.000000e+00   3.558224e-04   1.626465e-03   1.119084e-05   1.984255e-03   9.223131e-06
   4.397847e+02   0.000000e+00   3.590371e-04   1.560481e-03   1.283776e-05   1.922904e-03   9.452617e-06
   4.470481e+02   0.000000e+00   3.669439e-04   1.496231e-03   1.077862e-05   1.864260e-03   9.694023e-06
   4.543271e+02   0.000000e+00   3.794796e-04   1.432368e-03   6.718713e-06   1.808312e-03   1.025402e-05
   4.616220e+02   0.000000e+00   3.942342e-04   1.367762e-03   4.021539e-06   1.754470e-03   1.154745e-05
   4.689331e+02   0.000000e+00   4.110878e-04   1.301891e-03   1.985673e-06   1.702009e-03   1.295569e-05
   4.762609e+02   0.000000e+00   4.267695e-04   1.236946e-03   1.900423e-06   1.651557e-03   1.405911e-05
   4.836059e+02   0.000000e+00   4.385753e-04   1.174098e-03   5.181276e-06   1.602989e-03   1.486527e-05
   4.909688e+02   0.000000e+00   4.474615e-04   1.114092e-03   8.958166e-06   1.554935e-03   1.557621e-05
   4.983502e+02   0.000000e+00   4.552171e-04   1.057912e-03   1.007809e-05   1.507537e-03   1.567038e-05
   5.057511e+02   0.000000e+00   4.617870e-04   1.005416e-03   1.036844e-05   1.462119e-03   1.545285e-05
   5.131724e+02   0.000000e+00   4.680616e-04   9.552449e-04   1.105000e-05   1.418933e-03   1.542392e-05
   5.206152e+02   0.000000e+00   4.766193e-04   9.053755e-04   1.018763e-05   1.377281e-03   1.490120e-05
   5.280806e+02   0.000000e+00   4.854626e-04   8.585937e-04   9.128260e-06   1.337980e-03   1.520473e-05
   5.355700e+02   0.000000e+00   4.940193e-04   8.158832e-04   8.408123e-06   1.302059e-03   1.625124e-05
   5.430849e+02   0.000000e+00   5.008758e-04   7.755442e-04   9.666658e-06   1.268940e-03   1.714672e-05
   5.506268e+02   0.000000e+00   5.093684e-04   7.352609e-04   1.072533e-05   1.237763e-03   1.759177e-05
   5.581974e+02   0.000000e+00   5.221722e-04   6.938100e-04   1.088090e-05   1.208870e-03   1.799268e-05
   5.657987e+02   0.000000e+00   5.365882e-04   6.528607e-04   1.207116e-05   1.182463e-03   1.905743e-05
   5.734326e+02   0.000000e+00   5.501416e-04   6.149906e-04   1.357374e-05   1.158252e-03   2.045376e-05
   5.811014e+02   0.000000e+00   5.614148e-04   5.820797e-04   1.488449e-05   1.136450e-03   2.192861e-05
   5.888075e+02   0.000000e+00   5.700098e-04   5.557961e-04   1.460233e-05   1.117156e-03   2.325227e-05
   5.965535e+02   0.000000e+00   5.754448e-04   5.371762e-04   1.249031e-05   1.100703e-03   2.440823e-05
   6.043422e+02   0.000000e+00   5.774462e-04   5.239158e-04   1.090692e-05   1.087176e-03   2.509319e-05
   6.121766e+02   0.000000e+00   5.785817e-04   5.119087e-04   1.025552e-05   1.076034e-03   2.471149e-05
   6.200602e+02   0.000000e+00   5.791332e-04   5.014087e-04   1.005163e-05   1.067209e-03   2.338406e-05
   6.279963e+02   0.000000e+00   5.782228e-04   4.931808e-04   1.170307e-05   1.061217e-03   2.189008e-05
   6.359890e+02   0.000000e+00   5.781760e-04   4.873061e-04   1.277400e-05   1.057487e-03   2.076929e-05


Budget of -uv+ :

       y+            Prod.           Diss.       vel_p_grad.     Turb_Diff.    Mole_Diff.        Res.    
   1.523315e-01  -2.863252e-07  -4.110137e-07   1.556227e-04  -9.691084e-04  -6.515453e-04  -1.626377e-04
   4.651210e-01  -6.961155e-06  -1.201403e-05   9.725361e-04  -3.012063e-03  -2.036312e-03  -2.219013e-05
   7.964173e-01  -4.696100e-05  -8.023862e-05   1.766867e-03  -5.257188e-03  -3.589623e-03  -2.789824e-05
   1.150779e+00  -1.765807e-04  -2.947413e-04   2.782252e-03  -7.640879e-03  -5.296016e-03  -3.393263e-05
   1.532855e+00  -4.879247e-04  -7.864252e-04   4.154064e-03  -1.001588e-02  -7.095828e-03  -4.033883e-05
   1.947355e+00  -1.115743e-03  -1.711217e-03   6.053261e-03  -1.216474e-02  -8.891297e-03  -4.714502e-05
   2.399025e+00  -2.241589e-03  -3.213064e-03   8.668828e-03  -1.381642e-02  -1.054830e-02  -5.394694e-05
   2.892623e+00  -4.090791e-03  -5.365118e-03   1.217616e-02  -1.468861e-02  -1.190844e-02  -5.991298e-05
   3.432891e+00  -6.917079e-03  -8.100099e-03   1.669332e-02  -1.455352e-02  -1.281320e-02  -6.418672e-05
   4.024533e+00  -1.097078e-02  -1.115511e-02   2.223366e-02  -1.331099e-02  -1.313661e-02  -6.661341e-05
   4.672192e+00  -1.645040e-02  -1.406413e-02   2.866963e-02  -1.104161e-02  -1.281809e-02  -6.841438e-05
   5.380432e+00  -2.344435e-02  -1.622283e-02   3.572414e-02  -8.013216e-03  -1.188395e-02  -7.230576e-05
   6.153718e+00  -3.187705e-02  -1.702245e-02   4.299979e-02  -4.630491e-03  -1.044839e-02  -8.180322e-05
   6.996401e+00  -4.147824e-02  -1.601525e-02   5.004339e-02  -1.341918e-03  -8.692163e-03  -9.985365e-05
   7.912702e+00  -5.179102e-02  -1.305234e-02   5.642778e-02   1.463313e-03  -6.824929e-03  -1.273277e-04
   8.906702e+00  -6.222330e-02  -8.341495e-03   6.182546e-02   3.533513e-03  -5.043590e-03  -1.622308e-04
   9.982329e+00  -7.213224e-02  -2.403791e-03   6.605102e-02   4.785768e-03  -3.499052e-03  -2.001946e-04
   1.114335e+01  -8.091976e-02   4.052640e-03   6.906325e-02   5.288061e-03  -2.279662e-03  -2.361505e-04
   1.239335e+01  -8.811421e-02   1.029435e-02   7.093398e-02   5.206941e-03  -1.412535e-03  -2.664002e-04
   1.373574e+01  -9.342017e-02   1.570581e-02   7.180197e-02   4.744583e-03  -8.777041e-04  -2.901037e-04
   1.517377e+01  -9.673031e-02   1.987600e-02   7.182974e-02   4.087829e-03  -6.270649e-04  -3.096798e-04
   1.671045e+01  -9.810521e-02   2.262050e-02   7.117449e-02   3.379218e-03  -6.013890e-04  -3.296114e-04
   1.834864e+01  -9.773341e-02   2.395122e-02   6.997632e-02   2.709387e-03  -7.418778e-04  -3.546086e-04
   2.009097e+01  -9.588475e-02   2.401574e-02   6.835994e-02   2.124979e-03  -9.960980e-04  -3.879935e-04
   2.193988e+01  -9.286691e-02   2.303301e-02   6.644050e-02   1.641771e-03  -1.320029e-03  -4.316116e-04
   2.389761e+01  -8.899232e-02   2.124665e-02   6.432428e-02   1.257497e-03  -1.678143e-03  -4.857518e-04
   2.596617e+01  -8.455659e-02   1.890282e-02   6.210301e-02   9.590955e-04  -2.042523e-03  -5.491362e-04
   2.814738e+01  -7.982415e-02   1.624218e-02   5.984297e-02   7.294111e-04  -2.391701e-03  -6.178813e-04
   3.044285e+01  -7.501554e-02   1.347867e-02   5.758891e-02   5.522172e-04  -2.709106e-03  -6.866294e-04
   3.285398e+01  -7.029870e-02   1.077447e-02   5.537345e-02   4.169910e-04  -2.982483e-03  -7.513075e-04
   3.538196e+01  -6.579141e-02   8.247848e-03   5.321493e-02   3.153260e-04  -3.204601e-03  -8.087038e-04
   3.802776e+01  -6.157032e-02   5.982369e-03   5.112069e-02   2.387407e-04  -3.372831e-03  -8.556936e-04
   4.079217e+01  -5.767685e-02   4.025211e-03   4.909135e-02   1.804868e-04  -3.487969e-03  -8.918400e-04
   4.367576e+01  -5.412317e-02   2.397049e-03   4.711957e-02   1.368342e-04  -3.553363e-03  -9.163493e-04
   4.667891e+01  -5.090212e-02   1.098578e-03   4.519876e-02   1.040878e-04  -3.573765e-03  -9.269258e-04
   4.980179e+01  -4.799425e-02   1.084962e-04   4.332488e-02   7.901171e-05  -3.555215e-03  -9.266437e-04
   5.304441e+01  -4.536811e-02  -6.095829e-04   4.149638e-02   5.939184e-05  -3.503881e-03  -9.180455e-04
   5.640657e+01  -4.298752e-02  -1.109765e-03   3.972782e-02   4.579266e-05  -3.425238e-03  -8.984391e-04
   5.988788e+01  -4.082622e-02  -1.453360e-03   3.804561e-02   3.594843e-05  -3.325828e-03  -8.721914e-04
   6.348779e+01  -3.886296e-02  -1.670335e-03   3.645050e-02   2.738218e-05  -3.212088e-03  -8.433217e-04
   6.720558e+01  -3.707092e-02  -1.775592e-03   3.492683e-02   2.128899e-05  -3.088510e-03  -8.098818e-04
   7.104037e+01  -3.542012e-02  -1.797339e-03   3.347075e-02   1.557305e-05  -2.958452e-03  -7.726789e-04
   7.499111e+01  -3.387750e-02  -1.756817e-03   3.206672e-02   1.151611e-05  -2.824360e-03  -7.317179e-04
   7.905661e+01  -3.241829e-02  -1.670749e-03   3.070168e-02   9.537736e-06  -2.688039e-03  -6.897840e-04
   8.323552e+01  -3.103514e-02  -1.552415e-03   2.938192e-02   8.032402e-06  -2.551652e-03  -6.459590e-04
   8.752639e+01  -2.972617e-02  -1.416919e-03   2.811858e-02   6.749421e-06  -2.417181e-03  -6.005784e-04
   9.192761e+01  -2.848902e-02  -1.284408e-03   2.692235e-02   5.702546e-06  -2.286783e-03  -5.585922e-04
   9.643747e+01  -2.732321e-02  -1.159526e-03   2.579381e-02   5.037077e-06  -2.162914e-03  -5.209702e-04
   1.010541e+02  -2.622908e-02  -1.038956e-03   2.472843e-02   4.511585e-06  -2.046406e-03  -4.886873e-04
   1.057757e+02  -2.520304e-02  -9.166358e-04   2.371991e-02   3.877515e-06  -1.936326e-03  -4.595645e-04
   1.106001e+02  -2.423909e-02  -7.822051e-04   2.275647e-02   3.346051e-06  -1.831813e-03  -4.296714e-04
   1.155252e+02  -2.332981e-02  -6.433650e-04   2.183849e-02   2.271554e-06  -1.733421e-03  -3.990004e-04
   1.205489e+02  -2.245882e-02  -5.301393e-04   2.097177e-02   1.582473e-06  -1.641590e-03  -3.740134e-04
   1.256689e+02  -2.161713e-02  -4.416435e-04   2.014796e-02   2.131361e-06  -1.555544e-03  -3.531339e-04
   1.308828e+02  -2.081692e-02  -3.496751e-04   1.935869e-02   2.115402e-06  -1.475156e-03  -3.306301e-04
   1.361883e+02  -2.006998e-02  -2.502764e-04   1.860997e-02   1.983507e-06  -1.400532e-03  -3.077611e-04
   1.415830e+02  -1.937049e-02  -1.578712e-04   1.790732e-02   1.076389e-06  -1.330759e-03  -2.892110e-04
   1.470644e+02  -1.870109e-02  -8.631693e-05   1.724703e-02   7.704248e-07  -1.265028e-03  -2.745803e-04
   1.526299e+02  -1.805355e-02  -4.442561e-05   1.663175e-02   1.073308e-06  -1.203082e-03  -2.620760e-04
   1.582772e+02  -1.742872e-02  -1.844944e-05   1.604760e-02   7.014538e-07  -1.144677e-03  -2.541914e-04
   1.640036e+02  -1.682254e-02   2.387596e-05   1.546335e-02   6.963650e-07  -1.089226e-03  -2.453930e-04
   1.698066e+02  -1.623185e-02   7.861022e-05   1.488293e-02   7.385115e-07  -1.036350e-03  -2.332185e-04
   1.756837e+02  -1.566042e-02   1.015954e-04   1.434744e-02   8.593172e-07  -9.859663e-04  -2.245606e-04
   1.816323e+02  -1.511176e-02   7.897720e-05   1.386859e-02   4.442981e-07  -9.389667e-04  -2.247826e-04
   1.876499e+02  -1.458901e-02   5.149702e-05   1.342051e-02   9.140050e-07  -8.963628e-04  -2.197247e-04
   1.937339e+02  -1.409673e-02   3.692975e-05   1.298964e-02   7.636759e-07  -8.573400e-04  -2.120525e-04
   1.998819e+02  -1.363675e-02   3.730278e-05   1.256979e-02   9.209177e-07  -8.207318e-04  -2.080022e-04
   2.060915e+02  -1.321005e-02   7.931550e-05   1.214465e-02   6.927466e-07  -7.862368e-04  -1.991533e-04
   2.123600e+02  -1.281221e-02   1.472301e-04   1.172269e-02   4.344337e-07  -7.537451e-04  -1.881080e-04
   2.186853e+02  -1.243402e-02   1.927048e-04   1.133765e-02   2.520403e-07  -7.230602e-04  -1.803538e-04
   2.250649e+02  -1.206685e-02   1.960415e-04   1.100020e-02   3.467086e-08  -6.939047e-04  -1.766689e-04
   2.314964e+02  -1.170721e-02   1.811420e-04   1.068683e-02   2.019598e-07  -6.663979e-04  -1.726333e-04
   2.379777e+02  -1.135542e-02   1.731000e-04   1.037407e-02  -8.929985e-09  -6.401991e-04  -1.680582e-04
   2.445065e+02  -1.100829e-02   1.678162e-04   1.006426e-02  -1.047919e-07  -6.150226e-04  -1.612910e-04
   2.510807e+02  -1.066301e-02   1.423405e-04   9.773658e-03  -8.353480e-08  -5.912395e-04  -1.558542e-04
   2.576982e+02  -1.031930e-02   8.304642e-05   9.509094e-03  -3.236802e-07  -5.691676e-04  -1.583158e-04
   2.643568e+02  -9.975334e-03   1.515245e-05   9.250618e-03  -4.193389e-07  -5.485849e-04  -1.613983e-04
   2.710548e+02  -9.630383e-03  -4.043579e-05   8.981015e-03  -1.552894e-07  -5.286744e-04  -1.612847e-04
   2.777901e+02  -9.293806e-03  -8.272387e-05   8.706363e-03   1.893987e-07  -5.091444e-04  -1.608325e-04
   2.845610e+02  -8.975766e-03  -1.123268e-04   8.438998e-03  -1.249272e-08  -4.902964e-04  -1.588105e-04
   2.913657e+02  -8.674624e-03  -1.374479e-04   8.184160e-03   1.660504e-07  -4.721156e-04  -1.556296e-04
   2.982025e+02  -8.386706e-03  -1.654523e-04   7.942611e-03   9.317653e-08  -4.545948e-04  -1.548596e-04
   3.050697e+02  -8.111612e-03  -1.891350e-04   7.707698e-03   1.635245e-07  -4.379409e-04  -1.549443e-04
   3.119659e+02  -7.848842e-03  -2.109057e-04   7.482938e-03  -5.743438e-08  -4.222068e-04  -1.546606e-04
   3.188896e+02  -7.594463e-03  -2.410272e-04   7.273467e-03  -1.596143e-07  -4.074299e-04  -1.547530e-04
   3.258395e+02  -7.342139e-03  -2.794223e-04   7.073335e-03  -3.155037e-07  -3.931798e-04  -1.553615e-04
   3.328141e+02  -7.089739e-03  -3.163024e-04   6.874240e-03  -1.548148e-07  -3.793170e-04  -1.526392e-04
   3.398124e+02  -6.842179e-03  -3.494236e-04   6.675155e-03   7.277967e-08  -3.658173e-04  -1.505572e-04
   3.468332e+02  -6.606732e-03  -3.793406e-04   6.485718e-03   1.356638e-07  -3.529079e-04  -1.473118e-04
   3.538754e+02  -6.385894e-03  -4.132866e-04   6.312121e-03  -2.938355e-08  -3.406935e-04  -1.463949e-04
   3.609380e+02  -6.175557e-03  -4.443040e-04   6.143527e-03  -1.662148e-07  -3.290712e-04  -1.474294e-04
   3.680203e+02  -5.971413e-03  -4.593573e-04   5.969604e-03  -2.187543e-07  -3.175348e-04  -1.438496e-04
   3.751213e+02  -5.769804e-03  -4.691048e-04   5.794672e-03  -3.022821e-07  -3.059827e-04  -1.385559e-04
   3.822403e+02  -5.567663e-03  -4.867560e-04   5.624861e-03  -1.329016e-07  -2.946145e-04  -1.350766e-04
   3.893768e+02  -5.367820e-03  -5.102756e-04   5.461120e-03   7.797608e-08  -2.835724e-04  -1.333248e-04
   3.965301e+02  -5.173092e-03  -5.386936e-04   5.306728e-03  -2.474198e-08  -2.727737e-04  -1.323083e-04
   4.036999e+02  -4.983442e-03  -5.645100e-04   5.154473e-03   1.096635e-07  -2.622065e-04  -1.311625e-04
   4.108857e+02  -4.800663e-03  -5.799389e-04   4.999025e-03   6.413593e-08  -2.519446e-04  -1.295676e-04
   4.180872e+02  -4.624493e-03  -5.889538e-04   4.842993e-03  -2.748330e-08  -2.418354e-04  -1.286458e-04
   4.253043e+02  -4.454217e-03  -6.019088e-04   4.695883e-03   1.249594e-07  -2.318388e-04  -1.282781e-04
   4.325368e+02  -4.292420e-03  -6.231360e-04   4.563972e-03   1.202076e-07  -2.221066e-04  -1.293573e-04
   4.397847e+02  -4.138420e-03  -6.451906e-04   4.440011e-03   3.379259e-08  -2.128812e-04  -1.306846e-04
   4.470481e+02  -3.988318e-03  -6.613842e-04   4.313525e-03   6.439512e-08  -2.042599e-04  -1.318527e-04
   4.543271e+02  -3.841579e-03  -6.748203e-04   4.187713e-03   2.107423e-07  -1.961448e-04  -1.323315e-04
   4.616220e+02  -3.697764e-03  -6.949799e-04   4.072205e-03  -1.362221e-07  -1.882524e-04  -1.324230e-04
   4.689331e+02  -3.552071e-03  -7.242822e-04   3.963939e-03  -1.890896e-07  -1.802971e-04  -1.323063e-04
   4.762609e+02  -3.403475e-03  -7.575708e-04   3.855866e-03  -2.048283e-08  -1.722315e-04  -1.329689e-04
   4.836059e+02  -3.256378e-03  -7.785140e-04   3.735908e-03  -7.591975e-08  -1.645783e-04  -1.344817e-04
